"Recurring_CostElementList_CostElement","Recurring_CategorySubtotal_TotalCost_AllPriorYears_val","Recurring_CategorySubtotal_TotalCost_PriorYear_val","Recurring_CategorySubtotal_TotalCost_CurrentYear_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val","Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Recurring_CategorySubtotal_TotalCost_Total_val","Recurring_CategorySubtotal_TotalCost_ToComplete_val","Recurring_CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CostElementList_CostElement","NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val","NonRecurring_CategorySubtotal_TotalCost_PriorYear_val","NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val","NonRecurring_CategorySubtotal_TotalCost_ToComplete_val","NonRecurring_CategorySubtotal_TotalCost_Total_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","NonRecurring_CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4f9cdaf6d1c8d8bccd832e767e2029fdc75c1c81-0-802dc7cca5764603cf12f391d3a18993f4fc382c","24.197","1.856","0.962","","","","","","","","","","","24.197","1.856","0.962","","","","","","","","","","","","","","","","","","","","","","","","","","4f9cdaf6d1c8d8bccd832e767e2029fdc75c1c81-0-974a997091e658764db3986f1835430aca3980a4","4f9cdaf6d1c8d8bccd832e767e2029fdc75c1c81","root.record.ItemExhibitList.P5Item","4f9cdaf6d1c8d8bccd832e767e2029fdc75c1c81-0-6e5f920fcbb035d6755a2d6caf4a0fb934f67773"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-502637844224dcfc674ba80b04ec1885d4e6e267-0-89e6d1d7d37de45515b11a603a3e525a0ae31fec","38.416","17.456","26.675","36.738","","36.738","","","","","","","","38.416","17.456","26.675","36.738","","36.738","","","","","","","","","","","","","","","","","","","","","","","502637844224dcfc674ba80b04ec1885d4e6e267-0-15265c4bcf6c8b3ecc7094282da432281b1ecbdf","502637844224dcfc674ba80b04ec1885d4e6e267","root.record.ItemExhibitList.P5Item","502637844224dcfc674ba80b04ec1885d4e6e267-0-2e52ee0c8cefe21d2324caf7b7e7b3c612616df9"
"","","","","","","","","","","","","","","1.83","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-50c43a216f6db44c01b2e00bcff0f1103c3d1da5-0-ed97d1c378047f310e809233bdbb7d86845662ae","1.83","","","","","","","","","","","","","Increment I RRK/EoIP Enhancements (JH400)","50c43a216f6db44c01b2e00bcff0f1103c3d1da5-0-dede0e98e09d6d4ccbb6de94296d67fbfd3dace4","50c43a216f6db44c01b2e00bcff0f1103c3d1da5","root.record.ItemExhibitList.P5Item","50c43a216f6db44c01b2e00bcff0f1103c3d1da5-0-dffb2d3ef0c01ffa410c22a7a2f60abe7aed2c51"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-50c43a216f6db44c01b2e00bcff0f1103c3d1da5-1-5cdd7b6d38c6a461ad675e9111319b73d5610451","158.368","1.205","1.314","","","","","","","","","","","158.368","1.205","1.314","","","","","","","","","","","","","","","","","","","","","","","","","Increment I System Enhancements (JH500)","50c43a216f6db44c01b2e00bcff0f1103c3d1da5-1-7e0bf6a02a3de6fe4c21bc8abfc6a4d02297d0b1","50c43a216f6db44c01b2e00bcff0f1103c3d1da5","root.record.ItemExhibitList.P5Item","50c43a216f6db44c01b2e00bcff0f1103c3d1da5-0-dffb2d3ef0c01ffa410c22a7a2f60abe7aed2c51"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-f6bf576d241d7c3d65dc6a6dddf0494844d5692d","3.803","4.196","1.85","3.45","","3.45","","","","","","","","3.803","4.196","1.85","3.45","","3.45","","","","","","","","","","","","","","","","","","","","","","","51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-f5cc55e85b2cd3510fb7fffdc5637264dbed6d6e","51b5b1dd670c47645739b2b59d76dbeee40f91b8","root.record.ItemExhibitList.P5Item","51b5b1dd670c47645739b2b59d76dbeee40f91b8-0-f04023cb26f4e3cdafbed2fb867894f80cb23514"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5492b772dbdd59866d94d6adebdd0a3ae8856593-0-0a853055447c80d81a0ca179ec9acbbef91c4fa5","","","7.438","","","","","","","","","","","","","7.438","","","","","","","","","","","","","","","","","","","","","","","","","","5492b772dbdd59866d94d6adebdd0a3ae8856593-0-f9b3321f965ed355305b0576e8df88c4a7e50f5b","5492b772dbdd59866d94d6adebdd0a3ae8856593","root.record.ItemExhibitList.P5Item","5492b772dbdd59866d94d6adebdd0a3ae8856593-0-57a6cc021af2012059a024a2128519bf6ead4505"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5494f2c404acc06348006f1edbbd906ffaa866b5-0-1de84811d425b2b7599f2ada09d27073aa4202ee","31917.896","","335.935","0","141.462","141.462","","","","","","","","36808.1","","347.265","0","155.582","155.582","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-5494f2c404acc06348006f1edbbd906ffaa866b5-0-bcc5f1ce4d856d703643eadd9455949d33c7cf45","4890.204","","11.33","0","14.12","","","","","","14.12","","","","5494f2c404acc06348006f1edbbd906ffaa866b5-0-64cdc15b405bf7e6d819e109d40f92f0f416eaf6","5494f2c404acc06348006f1edbbd906ffaa866b5","root.record.ItemExhibitList.P5Item","5494f2c404acc06348006f1edbbd906ffaa866b5-0-a688a51d826ac01e3c83d55cbba8583108a2d1b0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-56c98ab6ff3984410b7a57f67ef6607041bb71fb-0-b79b5758b3405876bf128096ca3588c65b3d79c7","112.588","7.388","18.876","18.707","0.894","19.601","","","","","","","","112.588","7.388","18.876","18.707","0.894","19.601","","","","","","","","","","","","","","","","","","","","","","","56c98ab6ff3984410b7a57f67ef6607041bb71fb-0-9e65c7fb2595e5e32284f7b48eea8a0c343b17f6","56c98ab6ff3984410b7a57f67ef6607041bb71fb","root.record.ItemExhibitList.P5Item","56c98ab6ff3984410b7a57f67ef6607041bb71fb-0-7a6b6ee2ec06aa8827a1e3da7b8fcdd14279735a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-575d808fa0efd73be5b3a22029aa97f89ba474c5-0-3969e629d1a38a42f0f342bf892df8bb03eb3325","1750.942","154.52","198.379","314.509","","314.509","","","","","","","","1750.942","154.52","198.379","314.509","","314.509","","","","","","","","","","","","","","","","","","","","","","","575d808fa0efd73be5b3a22029aa97f89ba474c5-0-22e15b7771961ffdc2f9e2f3b211b4f6e9804d31","575d808fa0efd73be5b3a22029aa97f89ba474c5","root.record.ItemExhibitList.P5Item","575d808fa0efd73be5b3a22029aa97f89ba474c5-0-6948e9973ee69d344c9daa3437632595d18dd0d3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5a7523f5b3baa5d78ff95f4220dacf5bc1e054ad-0-4e9ee7cce658fe7dd63beeba066374a1e27b3d4d","1.819","10.847","50.722","36.58","","36.58","","","","","","","","1.819","10.847","50.722","36.58","","36.58","","","","","","","","","","","","","","","","","","","","","","","5a7523f5b3baa5d78ff95f4220dacf5bc1e054ad-0-4340f052f5d7d9d355c12d44569e8d7a86432879","5a7523f5b3baa5d78ff95f4220dacf5bc1e054ad","root.record.ItemExhibitList.P5Item","5a7523f5b3baa5d78ff95f4220dacf5bc1e054ad-0-bc4bd9c8f389c1ca9b361b67eeefc34d727feda5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5a9b8a0ede1562252deaeac1ff985541700606f7-0-874665bd3ca9d4483078f4e9ec5b69936f5b806d","479.025","255.331","188.456","96.695","8.284","104.979","","","","","","","","479.025","255.331","188.456","96.695","8.284","104.979","","","","","","","","","","","","","","","","","","","","","","","5a9b8a0ede1562252deaeac1ff985541700606f7-0-fcd7eb429c0d58512c11c941d722aebcf624e2f7","5a9b8a0ede1562252deaeac1ff985541700606f7","root.record.ItemExhibitList.P5Item","5a9b8a0ede1562252deaeac1ff985541700606f7-0-eafbefa66c294429a3fc7dc56d7b6ae1a6fb7ece"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5a9b8a0ede1562252deaeac1ff985541700606f7-0-cf6adea26ba7bcd83dfa2059f8dc2d7496fc2b56","1957.072","275.329","299.493","208.598","1.288","209.886","","","","","","","","1957.072","275.329","299.493","208.598","1.288","209.886","","","","","","","","","","","","","","","","","","","","","","","5a9b8a0ede1562252deaeac1ff985541700606f7-0-c339e72edb00fa4386ad01768eb811a168b64654","5a9b8a0ede1562252deaeac1ff985541700606f7","root.record.ItemExhibitList.P5Item","5a9b8a0ede1562252deaeac1ff985541700606f7-1-28dedc38355bb7bdb44c1ce3b0fc8b5c68299720"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5a9b8a0ede1562252deaeac1ff985541700606f7-0-3f0753842a97a969521b20a873b8b58d605fdf79","584.439","35.394","70.394","20.938","","20.938","","","","","","","","584.439","35.394","70.394","20.938","","20.938","","","","","","","","","","","","","","","","","","","","","","","5a9b8a0ede1562252deaeac1ff985541700606f7-0-6373343afc1a06034c09f4c0c2d973bab91ed423","5a9b8a0ede1562252deaeac1ff985541700606f7","root.record.ItemExhibitList.P5Item","5a9b8a0ede1562252deaeac1ff985541700606f7-2-cb1b8aceb7e449e3b72bf12eb90a41618b2f326f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5ab496d463afb221a7a454df37d6852f98a89a65-0-835fb583f2d9983eb9310b98817d25159d1abb09","1143.683","55.896","53.65","","","","","","","","","","","1143.683","55.896","53.65","","","","","","","","","","","","","","","","","","","","","","","","","","5ab496d463afb221a7a454df37d6852f98a89a65-0-9126281b58cc0695a37f0c16c2c3eb7adb9c3166","5ab496d463afb221a7a454df37d6852f98a89a65","root.record.ItemExhibitList.P5Item","5ab496d463afb221a7a454df37d6852f98a89a65-0-67b684554b05e44204b1b225f01ad0413880541e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5b3fe1a3045586dd9b2a824d8135d062777ea274-0-36e943d7dc0ed9d47a3123a21eefd3f3eb3ca116","5874.584","524.772","940.151","139.378","69","208.378","3","","","","8849.003","1298.118","","5874.584","524.772","940.151","139.378","69","208.378","3","","","","1298.118","8849.003","","","","","","","","","","","","","","","","Flyaway End Item","5b3fe1a3045586dd9b2a824d8135d062777ea274-0-09ca4f6bda4493827f647b7800545990a9efb5f6","5b3fe1a3045586dd9b2a824d8135d062777ea274","root.record.ItemExhibitList.P5Item","5b3fe1a3045586dd9b2a824d8135d062777ea274-0-d54a5670967b6c6f759dfa53fb42e4c8add8c6a6"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5c53766253032ebe940da7fe2e9719bfbad8ca56-0-c7bfe5de92395568fc85c2c4a4745e831bb18da9","9372.443","1416.285","2666.785","1849.041","","1849.041","","","","","","","","9573.894","1479.094","2739.248","1938.122","","1938.122","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-5c53766253032ebe940da7fe2e9719bfbad8ca56-0-45976c13f1e9d14aad3ee238e822d277e4e34e3c","201.451","62.809","72.463","89.081","89.081","","","","","","","","","","5c53766253032ebe940da7fe2e9719bfbad8ca56-0-6b8f662d429bc2c21f445c0d416c7cf16a93fd31","5c53766253032ebe940da7fe2e9719bfbad8ca56","root.record.ItemExhibitList.P5Item","5c53766253032ebe940da7fe2e9719bfbad8ca56-0-478cf92af26ddde38422c67b522657187d45eacb"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5c8fdfa921ad592270af516cc203734e06f542d8-0-3276e93420069b564cdafd158c63b4b4e0417d89","75.955","10.113","16.218","16.185","","16.185","","","","","","","","75.955","10.113","16.218","16.185","","16.185","","","","","","","","","","","","","","","","","","","","","","","5c8fdfa921ad592270af516cc203734e06f542d8-0-f129140d77592210f3a79a7ecd412f8a7d42903a","5c8fdfa921ad592270af516cc203734e06f542d8","root.record.ItemExhibitList.P5Item","5c8fdfa921ad592270af516cc203734e06f542d8-0-24d535c54fc5efe6902828c8680e484210780017"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-5fdb6bd0fba5a55600d25047eb2263a24d46e8a7-0-020a84a8caa0405565456b3868e39739808148f8","27.122","4.692","8.854","11.878","","11.878","","","","","","","","27.122","4.692","8.854","11.878","","11.878","","","","","","","","","","","","","","","","","","","","","","","5fdb6bd0fba5a55600d25047eb2263a24d46e8a7-0-5ca87218d5b594c07c83c6468fe66d7d5ba0ba66","5fdb6bd0fba5a55600d25047eb2263a24d46e8a7","root.record.ItemExhibitList.P5Item","5fdb6bd0fba5a55600d25047eb2263a24d46e8a7-0-60b701bf924a10470524c72e5e98f2fb87fee84a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-60945bf5649d090d2fe67e9903eccb9f460aa22d-0-ea93d08a2b4bb7fe548175e8eb885e6ea6523489","4505.744","150.338","","","","","","","","","","","","5471.235","177.194","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-60945bf5649d090d2fe67e9903eccb9f460aa22d-0-135c3a196e60f42526578b466cda9632cb03a438","965.491","26.856","","","","","","","","","","","","","60945bf5649d090d2fe67e9903eccb9f460aa22d-0-de1aff455f8e9a801b92f8baeac10c5b33d97610","60945bf5649d090d2fe67e9903eccb9f460aa22d","root.record.ItemExhibitList.P5Item","60945bf5649d090d2fe67e9903eccb9f460aa22d-0-5a3bd0e8c15ad225e0d1fa53ff7a5f186543afe9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-61503134bf84e62a397969b2b3639356a7b8046d-0-083cf0811fa7617478d67fb482afa61eb0c36f38","614.667","25.394","6.268","8.289","","8.289","","","","","","","","614.667","25.394","6.268","8.289","","8.289","","","","","","","","","","","","","","","","","","","","","","","61503134bf84e62a397969b2b3639356a7b8046d-0-2fbfb69e9abea480310e9681d29475c832fc1210","61503134bf84e62a397969b2b3639356a7b8046d","root.record.ItemExhibitList.P5Item","61503134bf84e62a397969b2b3639356a7b8046d-0-6b3a3299ce5314971cb8b0dc8c8d479d9a8c0c02"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-63c94d3c133670ba4afded36301dc6d2d79a8bb2-0-5a5b5a35325ae13eb22f9ec6db80032d96d5cfdd","11784.292","1471.122","1697.13","882.225","","882.225","","","","","","","","11784.292","1471.122","1697.13","882.225","","882.225","","","","","","","","","","","","","","","","","","","","","","","63c94d3c133670ba4afded36301dc6d2d79a8bb2-0-bb86946ff6c2325a927b1e6b5cf66e3349a89798","63c94d3c133670ba4afded36301dc6d2d79a8bb2","root.record.ItemExhibitList.P5Item","63c94d3c133670ba4afded36301dc6d2d79a8bb2-0-9461729257c2cebcaa9a4c38c6f9b7d908abd663"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-6415e152b2f0daa859cd34a686099c5785ff8b5b-0-ac2197baa09c7414e736b680b1b0ad460dda5d98","9.609","4.938","16.75","65.285","","65.285","","","","","","","","9.609","4.938","16.75","65.285","","65.285","","","","","","","","","","","","","","","","","","","","","","","6415e152b2f0daa859cd34a686099c5785ff8b5b-0-31f0a98f2ac60fef43576c6ce946b78e20f9f723","6415e152b2f0daa859cd34a686099c5785ff8b5b","root.record.ItemExhibitList.P5Item","6415e152b2f0daa859cd34a686099c5785ff8b5b-0-5abafca4c6da7d361544267cb85799229ee2b916"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-6517a383e6c41eb888d2b569db466f4e42f21116-0-504ef45b5d6c9c102ec144acf36701c5559b2030","14542.787","435.11","177.345","71.68","","71.68","","","","","","","","14542.787","435.11","177.345","71.68","","71.68","","","","","","","","","","","","","","","","","","","","","","","6517a383e6c41eb888d2b569db466f4e42f21116-0-82b78671be64fefa1b622a4f9c2f0152c95cba43","6517a383e6c41eb888d2b569db466f4e42f21116","root.record.ItemExhibitList.P5Item","6517a383e6c41eb888d2b569db466f4e42f21116-0-353ece2e1694468afeb42741c5e5927fff0b189d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-65223a100d6b2741d10b457f41f3b28f4221a759-0-7914c5bc24a8de02343af486fd91e08807166d73","0.445","0.474","0.14","0.354","","0.354","","","","","","","","0.445","0.474","0.14","0.354","","0.354","","","","","","","","","","","","","","","","","","","","","","","65223a100d6b2741d10b457f41f3b28f4221a759-0-164b5e790fa244bb2376ab2f8182efa729a1eca1","65223a100d6b2741d10b457f41f3b28f4221a759","root.record.ItemExhibitList.P5Item","65223a100d6b2741d10b457f41f3b28f4221a759-0-0495b9e7fc225a8f6ec9837bee25bf7ed984c5ae"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-65223a100d6b2741d10b457f41f3b28f4221a759-0-a03395c0a3598e532eb59d8ecd61fef95a79a1ba","","0.496","0.132","0.422","","0.422","","","","","","","","","0.496","0.132","0.422","","0.422","","","","","","","","","","","","","","","","","","","","","","","65223a100d6b2741d10b457f41f3b28f4221a759-0-7676bb4b053e5f6f0c674f2a210f7536fd2ec78b","65223a100d6b2741d10b457f41f3b28f4221a759","root.record.ItemExhibitList.P5Item","65223a100d6b2741d10b457f41f3b28f4221a759-1-a5d2edb875237a724cf273713f96ea7a1166f0fa"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-65223a100d6b2741d10b457f41f3b28f4221a759-0-5363c82d81bb1a5bae74f7b9ac1872a1864184f9","0.217","0.412","0.213","0.494","","0.494","","","","","","","","0.217","0.412","0.213","0.494","","0.494","","","","","","","","","","","","","","","","","","","","","","","65223a100d6b2741d10b457f41f3b28f4221a759-0-c780190e2e3dcce78febf9e6e1b2b6e9dadd7f36","65223a100d6b2741d10b457f41f3b28f4221a759","root.record.ItemExhibitList.P5Item","65223a100d6b2741d10b457f41f3b28f4221a759-2-98cdf0165e3c2336602ac2b5fa216b71259a0bd3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-65223a100d6b2741d10b457f41f3b28f4221a759-0-aea696d944f8534f1d75e381bb5884a7d3b143d5","4.26","","","0.145","0.069","0.214","","","","","","","","4.26","","","0.145","0.069","0.214","","","","","","","","","","","","","","","","","","","","","","","65223a100d6b2741d10b457f41f3b28f4221a759-0-31cbcb5e93ce52b6ee04d3a49b2b158f4c240595","65223a100d6b2741d10b457f41f3b28f4221a759","root.record.ItemExhibitList.P5Item","65223a100d6b2741d10b457f41f3b28f4221a759-3-5bcf20ec4170b94b3310af7c3936bb6ba2cf71ea"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-65223a100d6b2741d10b457f41f3b28f4221a759-0-3a677fe54c58ddbb49452053523ef8b3ac0592ae","3.263","","","0.22","","0.22","","","","","","","","3.263","","","0.22","","0.22","","","","","","","","","","","","","","","","","","","","","","","65223a100d6b2741d10b457f41f3b28f4221a759-0-efd018ce039a60f8aeecd4bb1f19892761c3c384","65223a100d6b2741d10b457f41f3b28f4221a759","root.record.ItemExhibitList.P5Item","65223a100d6b2741d10b457f41f3b28f4221a759-4-9db2bff8b890624d0bf8d1865559691f7f3062f3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-6619eeebb1230435083da233a807c1800482e8fb-0-76ad841f6d4a349f002799e98750931f354ae744","768.04","27.374","28.176","54.376","69.958","124.334","","","","","","","","768.04","27.374","28.176","54.376","69.958","124.334","","","","","","","","","","","","","","","","","","","","","","","6619eeebb1230435083da233a807c1800482e8fb-0-efc18ffae12b019ce48d9dc23f9c89f91c5477fa","6619eeebb1230435083da233a807c1800482e8fb","root.record.ItemExhibitList.P5Item","6619eeebb1230435083da233a807c1800482e8fb-0-7613dd67605337d832710c60b0625ccc5baee025"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-66621bce6db9e94206425e981df9bd13aa3d4400-0-d19971b89e053095e44418715db9a0bc35726919","2135.483","401.617","187.177","","","","","","","","2724.277","","","2135.483","401.617","187.177","","","","","","","","","2724.277","","","","","","","","","","","","","","","","","66621bce6db9e94206425e981df9bd13aa3d4400-0-cc075807a176390b2612a7bbbd672e968c957618","66621bce6db9e94206425e981df9bd13aa3d4400","root.record.ItemExhibitList.P5Item","66621bce6db9e94206425e981df9bd13aa3d4400-0-480a19ab0ab6123b3147cccf3ff0abc5720fb649"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-672348dd09fb7fa751cf1fd198d839f365d5dde9-0-eb7853c7e1605fa9cbde044f2804bd2173767034","51.201","1.522","1.544","","","","","","","","","","","51.201","1.522","1.544","","","","","","","","","","","","","","","","","","","","","","","","","","672348dd09fb7fa751cf1fd198d839f365d5dde9-0-c183346f50db7b22f27480f1246ffb9686f9fdd6","672348dd09fb7fa751cf1fd198d839f365d5dde9","root.record.ItemExhibitList.P5Item","672348dd09fb7fa751cf1fd198d839f365d5dde9-0-723296ee9ead3f0652127eb33d14aa813e8191a3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-68e77f1c635c6b7e6aa747d759aaa3de7fee8dd4-0-1e95e229fa6951248a985d02a8f6d4fcc5579998","89.523","71.448","11.958","95.078","12.299","107.377","","","","","","","","117.654","71.448","15.301","109.616","18.631","128.247","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-68e77f1c635c6b7e6aa747d759aaa3de7fee8dd4-0-6d14e10b89151b5e65e7ed38ce14549e1654a0b4","28.131","","3.343","14.538","20.87","","","","","","6.332","","","","68e77f1c635c6b7e6aa747d759aaa3de7fee8dd4-0-fbb80262757838b872c420794dbcd0bd797d52af","68e77f1c635c6b7e6aa747d759aaa3de7fee8dd4","root.record.ItemExhibitList.P5Item","68e77f1c635c6b7e6aa747d759aaa3de7fee8dd4-0-2ca1ea0e1dbaf7d2f5afa776099d1cd5e6deb526"
"","","","","","","","","","","","","","","","","2.653","","","","","","","","0","2.653","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-6a09ede4f2deb21911da8c0694a83987a54d9b6a-0-3f47520d791e412394730a1574cc8a569704118a","","","2.653","","","0","2.653","","","","","","","Joint Direct Attack Munition","6a09ede4f2deb21911da8c0694a83987a54d9b6a-0-c186775e7c88d11dbd2b0c9c0d77deb51306c17f","6a09ede4f2deb21911da8c0694a83987a54d9b6a","root.record.ItemExhibitList.P5Item","6a09ede4f2deb21911da8c0694a83987a54d9b6a-0-6eeab53181a5e40d16dda79068c600a984fae9db"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-6fab443fa1a01704e72f3c1c71af2853b68af1ee-0-c3d77d3137c942006f59d898abbd775c360c122b","414.709","36.088","2.975","2.928","","2.928","","","","","","","","414.709","36.088","2.975","2.928","","2.928","","","","","","","","","","","","","","","","","","","","","","","6fab443fa1a01704e72f3c1c71af2853b68af1ee-0-ba993b20f13dd409d361f2c2161787ad30469f02","6fab443fa1a01704e72f3c1c71af2853b68af1ee","root.record.ItemExhibitList.P5Item","6fab443fa1a01704e72f3c1c71af2853b68af1ee-0-6febd3de0466dde8aa04c42ae10d5225b9bdd794"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-713e270fbb12616f0d3316315bb839836c7f4c8f-0-9c8a4c81ea65f891352b11951c6a68b83fc23e12","244.007","3.964","","","","","","","","","","","","244.007","3.964","","","","","","","","","","","","","","","","","","","","","","","","","","","713e270fbb12616f0d3316315bb839836c7f4c8f-0-4e7614b7fe7099c29da602c7cc50e23e694e60b5","713e270fbb12616f0d3316315bb839836c7f4c8f","root.record.ItemExhibitList.P5Item","713e270fbb12616f0d3316315bb839836c7f4c8f-0-edde62f42a60816574bb119c2af92e88b85d79c7"
