"Name_val","Name_@footnote","Location_val","ContractDates_PriorYear_val","ContractDates_PriorYear_@footnote","ContractDates_CurrentYear_val","ContractDates_CurrentYear_@footnote","ContractDates_BudgetYearOne_val","ContractDates_BudgetYearOne_@footnote","ContractDates_BudgetYearTwo_val","ContractDates_BudgetYearThree_val","ContractDates_BudgetYearFour_val","ContractDates_BudgetYearFive_val","DeliveryDates_PriorYear_val","DeliveryDates_CurrentYear_val","DeliveryDates_BudgetYearOne_val","DeliveryDates_BudgetYearTwo_val","DeliveryDates_BudgetYearThree_val","DeliveryDates_BudgetYearFour_val","DeliveryDates_BudgetYearFive_val","AdminLeadTimeAfterOct1InMonths_val","ProductionLeadTimeAfterOct1InMonths_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"ECP XX44 F/A-18A-D FORMER - FUS CTR SECT, UPPER, Y478.50","","New MFG - Loc","","","","","","","2015-03","2016-03","2017-03","2018-03","","","","2015-10","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-46-7346cfd6f28eb7a1cd96bb70f99180159342dc7c","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX45 F/A-18A-D FORMER-FUS CTR SECT, SIDE HOISTING, Y534.00","","New MFG - Loc","","","","","","","2015-03","2016-03","","2018-03","","","","2015-10","2016-10","","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-47-0a3243bdbe83786d170fd17927c01e77c2cf63d8","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX46 F/A-18A-D WEB-LONGERON TO DUCT, WING DRAG, Y453-Y488","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-48-679b2691fd7500ee38ec26ba42ea4d894e469810","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX47 F/A-18A-D LONGERON-ATTACH, FUEL BAY FLOOR TO KEEL, Y488 TO Y526","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-49-86c6aa5ed864b5906fc5ec484da4195ae5eaa270","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX48 F/A-18A-D SUPPORT,FLOOR-FUEL BAY,Y488.000 TO Y526.00","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-50-51b83298b85f22d6b254a43e02c32f7a0e4484b9","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX49 F/A-18A-D SUPPORT, FLOOR-FUEL BAY, Y518.000 TO Y557.50","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-51-5985c926373adc53297a9a827558d79e55112a52","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX50 F/A-18A-D SUPPORT,FLOOR-FUEL BAY,Y470.500 TO Y488.00","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-52-403d803165c1201bcb251c823aa48cd0560b1663","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX51 F/A-18A-D PLATE,STRUCTURAL,AIRCRAFT-DUCT,Y526.00 TO Y557.50","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-53-57b5055e8ff6c3bbd0ea1aee46171c93bd8aaa45","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX52 F/A-18A-D ARM, ACTUATING-HORIZONTAL STABILIZER","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-54-0924862a163974c2313fff56a5ac78737493510e","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX53 F/A-18A-D SUPPORT-STRUCTURAL, OUTBD ENGINE MOUNT","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-55-fec1597be9d9ca21029b9dac21b13d741cca2806","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX54 F/A-18A-D PLATE, T-LONGERON, Y607.00, Y615.00","","New MFG - Loc","","","","","","","","2016-03","2017-03","2018-03","","","","","2016-10","2017-10","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-56-74f4a3e2500a135f450bfc14dbcffb0c8d88041a","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX55  F/A-18A-D FUEL SYSTEM","","New MFG - Loc","","","","","2014-03","","2015-03","2016-03","","2018-03","","","2014-10","2015-10","2016-10","","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-57-172b0eea21deae74b86bc264c70970b9113a1ae4","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX56 F/A-18A-D HYDRAULIC SYSTEM","","N/A","","","","","2014-03","","2015-03","2016-03","","2018-03","","","2014-10","2015-10","2016-10","","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-58-bc1f64e032e0f9d0e76eecf1fe8197a37e911b5e","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX57 F/A-18A-D ENVIRONMENTAL CONTROL SYSTEM","","N/A","","","","","","","2015-03","2016-03","","2018-03","","","","2015-10","2016-10","","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-59-7bae699de5f0f6ad4702eaeac76ee31e553d3dbb","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"ECP XX58 F/A-18A-D WIRING SYSTEM","","New MFG - Loc","","","","","","","2015-03","2016-03","","2018-03","","","","2015-10","2016-10","","2018-10","6","7","6ef782f3fb5d304658b5af63ead6936a2029b365-60-b31cbc44ac4d2a0a709fbb474a0c558da6a0acaf","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"Fuel Cell Refurb and RIM","","N/A","2011-12","","2012-12","","2013-12","","2014-12","2015-12","2016-12","","2012-04","2013-04","2014-04","2015-04","2016-04","2017-04","","3","4","6ef782f3fb5d304658b5af63ead6936a2029b365-61-9efbd012c9758e5b45dcaa0c87060d889ca543fa","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"Nacelle RIM","","N/A","2011-12","","2012-12","","2013-12","","2014-12","2015-12","2016-12","","2012-04","2013-04","2014-04","2015-04","2016-04","2017-04","","3","4","6ef782f3fb5d304658b5af63ead6936a2029b365-62-53fabdc0b6931016c1dbb2f9e94b1d8273b03822","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-dccf23edb1d5b0d2725506f9419dcf5b71023409"
"Manufacturer Name Not Provided.","","Manufacturer Location Not Provided.","","","","","","","","","","","","","","","","","","","","6ef782f3fb5d304658b5af63ead6936a2029b365-0-34fc71e59ed89f668d8ec5050e9e2b893ae4cb0f","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-e3e13746fc46a539936df93b2b53ba4170fb9b3a"
"ECP-583 A++","","N/A","","","","","","","","","","","","","","","","","","9","8","6ef782f3fb5d304658b5af63ead6936a2029b365-0-7552acb4461ac1098388cf0df99085bd61456141","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-7d705ad8673935cfaccf40d4c78b9e36ac179741"
"ECP-11153 (C+)","","N/A","","","2013-01","","","","","","","","","2014-10","","","","","","4","20","6ef782f3fb5d304658b5af63ead6936a2029b365-1-aaefaff668a98d6e1dad12fac2bb3e63c865cadc","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-7d705ad8673935cfaccf40d4c78b9e36ac179741"
"C/D A-kits","","N/A","2012-12","","","","","","","","","","2014-04","","","","","","","15","16","6ef782f3fb5d304658b5af63ead6936a2029b365-0-a5f39b3c904373a5c7c6def13c29085849a11394","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-a63cac0267821079a34eaf76d0aa957f0900382d"
"E/F A-kits","FY2012 contract and delivery dates have been updated to reflect actuals.  FY2012 contract award was delayed due to a re-proposal of the effort.  The production lead time has been adjusted to 14 months to account for realistic delivery schedules based on contractor historical performance. ","N/A","2012-11","","","","","","","","","","2014-01","","","","","","","14","14","6ef782f3fb5d304658b5af63ead6936a2029b365-1-3a40b9403a7b46d25c7c0f0e307edeb78ce7ee6e","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-a63cac0267821079a34eaf76d0aa957f0900382d"
"ARDL Datalink","","N/A","","","","","","","","","","","","","","","","","","10","18","6ef782f3fb5d304658b5af63ead6936a2029b365-0-07088f9a65f35be74793682cb871c37cc48b597f","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-471bf9102fc9fd8e76a9cdfb19aee17d7ffca400"
"ARDL A6 Kits OCO","","N/A","2011-12","","","","","","","","","","2012-03","","","","","","","3","3","6ef782f3fb5d304658b5af63ead6936a2029b365-1-fc99966fc86a7be965933c42d1afe1359111203e","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-471bf9102fc9fd8e76a9cdfb19aee17d7ffca400"
"ARDL RDC Datalink - OCO","","N/A","","","","","","","","","","","","","","","","","","12","12","6ef782f3fb5d304658b5af63ead6936a2029b365-2-4067954209678d911afe4c723fedd9d70ac4ac3b","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-471bf9102fc9fd8e76a9cdfb19aee17d7ffca400"
"ATFLIR EOSU ECP 10","","N/A","2011-12","","2012-12","","2013-12","","2014-12","2015-12","","","2012-05","2013-05","2014-05","2015-05","2016-05","","","3","5","6ef782f3fb5d304658b5af63ead6936a2029b365-3-6cfc1446977021103fd7132b1f6d48a725c048a8","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-471bf9102fc9fd8e76a9cdfb19aee17d7ffca400"
"AIM 9X mod kits","","N/A","","","","","","","","","","","","","","","","","","0","0","6ef782f3fb5d304658b5af63ead6936a2029b365-0-a17a522d44984f29f4bb040383e7714a1271fc57","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-fd1a79db2974e2046ad6ffa0d21053c9c90b38fa"
"N/A","","N/A","","","","","","","","","","","","","","","","","","","","6ef782f3fb5d304658b5af63ead6936a2029b365-0-2954924a5c447e74b0ef0afcda42c73a92963495","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-58f8d7a962d76159dd9a2ded8fcf9dbfbcc45666"
"Manufacturer Name Not Provided.","","Manufacturer Location Not Provided.","","","","","","","","","","","","","","","","","","","","6ef782f3fb5d304658b5af63ead6936a2029b365-0-60803d4bcb63c5f9d905ce1338af18601af48ddb","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-5af26d135e53ed6bb56786936f65dab1085927ea"
"E A Kits SSR","","N/A","2012-01","","2013-01","","","","","","","","2014-01","2015-01","","","","","","4","24","6ef782f3fb5d304658b5af63ead6936a2029b365-0-f179bf2cf53d2424b23eb734d1ae0d9f4513cefa","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-ae113bd8c759cfa3549bd4b7fea798190161860b"
"F A Kits SSR","","N/A","2012-01","","2013-01","","","","","","","","2014-01","2015-01","","","","","","4","24","6ef782f3fb5d304658b5af63ead6936a2029b365-1-65c3848f18109cb699ea4ea1ad1cb46ec33f8e0a","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-ae113bd8c759cfa3549bd4b7fea798190161860b"
"A+/C-D Solid State Recorder","","N/A","2013-04","","","","","","","","","","2013-06","","","","","","","19","2","6ef782f3fb5d304658b5af63ead6936a2029b365-2-6a2106b643c152e382aba9415f7181bb8caf8f5d","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-ae113bd8c759cfa3549bd4b7fea798190161860b"
"Civilian ILS","","N/A","","","2013-01","","2014-01","","2015-01","","2017-01","2018-01","","2013-05","2014-05","2015-05","","2017-05","2018-05","4","4","6ef782f3fb5d304658b5af63ead6936a2029b365-3-b8f951e9384ac3b0171bedacf7941d566e8282c2","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-ae113bd8c759cfa3549bd4b7fea798190161860b"
"F/A-18A A-kits OCO","","N/A","2012-06","","","","","","","","","","2013-06","","","","","","","9","12","6ef782f3fb5d304658b5af63ead6936a2029b365-0-8d3cc50ce380562d5920d9e028322a299cffd875","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-864b37a64c92ca13666635813bc4b0c2aaf52514"
"F/A-18C A-kits","","N/A","2012-09","","","","","","","","","","2013-09","","","","","","","12","12","6ef782f3fb5d304658b5af63ead6936a2029b365-1-3c021064983fee1aadc55befc0651cca42b81f0d","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-864b37a64c92ca13666635813bc4b0c2aaf52514"
"F/A-18D A-kits","","N/A","","","","","","","","","","","","","","","","","","12","12","6ef782f3fb5d304658b5af63ead6936a2029b365-2-abbca82b7035d88dd7b2d59792c9c871d92af525","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-864b37a64c92ca13666635813bc4b0c2aaf52514"
"ECP 6038","","N/A","2012-03","","2013-03","","2014-03","","2015-03","","","","2014-03","2015-03","2016-03","2017-03","","","","6","24","6ef782f3fb5d304658b5af63ead6936a2029b365-0-791e4529a8d25971d3001495f5705ca26acf03f2","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-eb806371941ef108f30be03ff6da0e105de5e360"
"ALR-67(V)3","","N/A","","","","","","","","","","","","","","","","","","4","42","6ef782f3fb5d304658b5af63ead6936a2029b365-0-f47b0904ff2f40b7e7390b4fcf6ef5b213eb9412","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-765a40857b1b264e92605d6623de48ff4d9f9cd7"
"USSR","","N/A","2012-03","","2013-03","","2014-03","","2015-03","","","","2013-10","2014-10","2015-10","2016-10","","","","6","18","6ef782f3fb5d304658b5af63ead6936a2029b365-0-99373f5e17aca273223e649d7947b743a649ec4e","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-376caf4a47a4087eb70b2bbe18e6f525087a6680"
"DTS A1","","N/A","2012-08","","","","2014-03","","2015-03","2016-03","","","2014-05","","2014-09","2015-09","2016-09","","","6","6","6ef782f3fb5d304658b5af63ead6936a2029b365-1-9846f607fce614236060e20b5561806e40cd97f7","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-376caf4a47a4087eb70b2bbe18e6f525087a6680"
"DMD","","N/A","2012-03","","2013-03","","2014-03","","2015-03","","","","2013-04","2014-04","2015-04","2016-04","","","","6","13","6ef782f3fb5d304658b5af63ead6936a2029b365-2-2324d743a84b81de68c9185ac76280c59a6eaf88","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-376caf4a47a4087eb70b2bbe18e6f525087a6680"
"ANAV","","N/A","2012-01","","2013-01","","2014-01","","2015-01","2016-01","","","2013-06","2014-06","2015-06","2016-06","2017-06","","","4","18","6ef782f3fb5d304658b5af63ead6936a2029b365-3-6da2bc3fa3b1c0e1f1fac47bd463d4a1d7f14576","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-376caf4a47a4087eb70b2bbe18e6f525087a6680"
"IBS Receiver","","N/A","","","2012-11","","2013-11","","2014-11","","","","","2014-06","2015-06","2016-06","","","","2","19","6ef782f3fb5d304658b5af63ead6936a2029b365-0-9f67ca19d86a5f3a920b9ada0493c036af990b6d","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-4725174107f182d464066ce36c8df441fb2dbaa1"
"Manufacturer Name Not Provided.","","Manufacturer Location Not Provided.","","","","","","","","","","","","","","","","","","","","6ef782f3fb5d304658b5af63ead6936a2029b365-0-a94b084f6910e51a20a9f7bcac270db6defd07af","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-c3a74f027e3f7b217413bcf8d5b09cf77e764ef9"
"Manufacturer Name Not Provided.","","Manufacturer Location Not Provided.","","","","","","","","","","","","","","","","","","","","6ef782f3fb5d304658b5af63ead6936a2029b365-0-2e427b02f5ce16c5c53bed43b2bfc7884500b9ad","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-7612bf0a0780398849b39301e3e79a4f71d2a3fd"
"Manufacturer Name Not Provided.","","Manufacturer Location Not Provided.","","","","","","","","","","","","","","","","","","","","6ef782f3fb5d304658b5af63ead6936a2029b365-0-070a51ee9f037b532deff54cc755f1147af102b8","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-33018a45a80b1d9be848f1a5582275be7ab173be"
"ECP-XXX1: Hydraulic systems - AFC-XXX","","N/A","","","","","2014-01","","2015-01","2016-01","2017-01","2018-01","","","2014-09","2015-09","2016-09","2017-09","2018-09","4","8","6ef782f3fb5d304658b5af63ead6936a2029b365-0-a1959bccac4cb944f292595f8088da4d05aeea44","6ef782f3fb5d304658b5af63ead6936a2029b365","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6ef782f3fb5d304658b5af63ead6936a2029b365-0-27b44c1462359dc6ce3d12f276e19b3ff3f58919"
