"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","Rate185_@footnote","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"TO BE SELECTED","","TBS02","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-54408b39afade6aabdc2eb10cea692efe452d297-0-116a93a909281b4016435ae87d48b857be9ffdc0","54408b39afade6aabdc2eb10cea692efe452d297-0-e91769c05d42c8c85aacdfbea70988041b368ff5","54408b39afade6aabdc2eb10cea692efe452d297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","54408b39afade6aabdc2eb10cea692efe452d297-1-fbc523ee66ae776e0429d50a03b3626d8edfe67d"
"GENERAL DYNAMICS ORD & TAC","","MARION, IL","20000","150000","100000","","6","6","12","18","4","4","12","16","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-54408b39afade6aabdc2eb10cea692efe452d297-0-a2a0e14eaf040b36187c2cf972fe423d4eef4a5a","54408b39afade6aabdc2eb10cea692efe452d297-0-eca505d0b1b116bd60153c0043091852e09f8f4b","54408b39afade6aabdc2eb10cea692efe452d297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","54408b39afade6aabdc2eb10cea692efe452d297-0-40aa90c967ab6c2683add4c0b66333477fd71631"
"ALLIANT TECHSYS ARMAMENT SYS","","PLYMOUTH, MN","80000","150000","100000","","6","6","12","18","6","6","12","18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-54408b39afade6aabdc2eb10cea692efe452d297-1-68b4315217b4a8b08bdfc7c40f76c7e90feed9a8","54408b39afade6aabdc2eb10cea692efe452d297-1-62c90aaa0fb4161923680532698e4b5f44aae463","54408b39afade6aabdc2eb10cea692efe452d297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","54408b39afade6aabdc2eb10cea692efe452d297-0-40aa90c967ab6c2683add4c0b66333477fd71631"
"TO BE SELECTED","","TBS02","20000","150000","100000","","6","6","12","18","4","4","12","16","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-54408b39afade6aabdc2eb10cea692efe452d297-2-c66889ec26cd29c98c3f93b284a2ea82920e058c","54408b39afade6aabdc2eb10cea692efe452d297-2-f563398e49a2cd8b3250ec63127aae3f06a1ee03","54408b39afade6aabdc2eb10cea692efe452d297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","54408b39afade6aabdc2eb10cea692efe452d297-0-40aa90c967ab6c2683add4c0b66333477fd71631"
"TO BE SELECTED","","TBS01","80000","150000","100000","","6","6","12","18","6","6","12","18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-54408b39afade6aabdc2eb10cea692efe452d297-3-9b2716c9f1301a43fdb0a743a5d17a54bd9db31a","54408b39afade6aabdc2eb10cea692efe452d297-3-0b7335135ab2b992bcf3d4c56e49581f5ce10a9a","54408b39afade6aabdc2eb10cea692efe452d297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","54408b39afade6aabdc2eb10cea692efe452d297-0-40aa90c967ab6c2683add4c0b66333477fd71631"
"CONCO INC.","","LOUISVILLE, KY","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-54408b39afade6aabdc2eb10cea692efe452d297-0-c8f48b0cbee371e5691f91a40c28de2c421b329f","54408b39afade6aabdc2eb10cea692efe452d297-0-810b339fe703a7bdd8964734032812812bfe3299","54408b39afade6aabdc2eb10cea692efe452d297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","54408b39afade6aabdc2eb10cea692efe452d297-1-d712f28852dc69f0c85f08568a0ddf706a3b35a8"
"TO BE SELECTED","","TBS03","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-54408b39afade6aabdc2eb10cea692efe452d297-1-9886db6cccbc6168924cbb30b6caef5e5dc0abd8","54408b39afade6aabdc2eb10cea692efe452d297-1-fff98d46361b5da8c4adcfdfcb78cdce3795b53a","54408b39afade6aabdc2eb10cea692efe452d297","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","54408b39afade6aabdc2eb10cea692efe452d297-1-d712f28852dc69f0c85f08568a0ddf706a3b35a8"
"ALLIANT TECHSYSTEMS (LCAAP)","","INDEPENDENCE, MO","1600","9771776","5143040","","12","6","13","19","6","6","13","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-e4125dfbd4d36603fee96617f60f13e21d0603ab","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-a79124ba322657992e928df97fb9a4bd0b5aa215","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-58cdbd42b782b3be367c2bf84214340667e5b29a"
"OLIN CORP WINCHESTER DIVISION","","EAST ALTON, IL","1680","19500000","500000","","6","6","6","12","6","6","2","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-1a9a3124148b438f622ab6e5b1ae88289f2678b2","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-35b62c2916b43429aabec26988a72d7a007f6844","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-bb245d51fcb1c404e7bb6035ac7854a9bcb5a32a"
"ALLIANT TECHSYSTEMS (LCAAP)","","INDEPENDENCE, MO","1680","67500000","19400000","","12","6","13","19","6","6","13","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-1-2008a0d6a45af4112976a5c948ef2532134f948f","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-1-1663cd2bf59a6be9ba8dc659118249a43b20d9e8","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-bb245d51fcb1c404e7bb6035ac7854a9bcb5a32a"
"TO BE SELECTED","","TBS01","1680","67500000","19400000","","6","6","12","18","6","6","6","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-2-f5a74bd038c8b1d16f86bd138b3cab766816bdee","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-2-5fa524f0c9e5da0d24631accb450e0b5b23c4023","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-bb245d51fcb1c404e7bb6035ac7854a9bcb5a32a"
"BWAY CORPORATION","","ATLANTA, GA","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-6bd9260794ab3121e8cf5a78abddb16c77bdc1ef","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-b989d078c1a59b4ff7b9156d459dda7cce03f101","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-1-7d6416d46e762067246dd4fecbd927a42fddf846"
"ALLIANT TECHSYSTEMS (LCAAP)","","INDEPENDENCE, MO","900","67500000","19400000","","12","6","13","19","6","6","13","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-cff16c2648365fe624f1da2ae858052b68a322ed","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-d27044a00a483d7f2a7f0bce211aee6cb18fb3ce","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-236dfb44624fe6b3d4a740efdbfcb2554fc8cf97"
"BWAY CORPORATION","","ATLANTA, GA","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-6c6cb1352ecb335cad12dbe085571030f5e806fc","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-0-be7e4d8c6afefc6d399a63181324bdae0e4b58ae","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","5465c329bb84dc5d39d4cdf15b2fa8c6d621f9a1-1-e70a4fe3a2d1ecb495770e60ac00b927d26abf75"
"GDOTS CANADA","","CANADA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-f6d7d160e1857477c43f1f7074669fe411ab1fa2","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-1125c234fd911715d7110d365281b117f1b1f366","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-b9e2baebb7a5333f8f105ce9cbbb5ddb3c434f5f"
"MEDICO INDUSTRIES","","WILKES-BARRE, PA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-1c1cd69a2afc0c4ba26b7863a12edb71ceb5e58d","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-81823aa3faa9aab36757e65be8a6f5221810afe2","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-1-e20207eae51013ef8751f8a288c4df571fdb748d"
"L-3 FUZING & ORDNANCE SYSTEMS INC","","CINCINATTI, OH","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-f11074a32fc47895d89f04a5c04048fca29f7cd4","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-57e992ea42299659a2bdc4d6853bd3018669447a","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-2-a4750fa00b3538e9814decdb426ffded981e1dde"
"BAE ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-9e17ed08f2dc85f4cd887c9bae31fdcd7746c4bd","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-1a346909aeef870a0199e4e83a90c8a5fa377243","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-3-68a0b5f2134b7e29c6a9db3c7dab798faa397434"
"AMERICAN ORDNANCE","","MIDDLETON, IA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-36e2305fac27f5fb2d92ca98293123ea98bce2e1","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-65bd18902b3957e5cba73658da98bbeeadb9b57f","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-4-b3107730859dc2d04ecbd5297bb7a8a3207a1a60"
"GENERAL DYNAMICS OTS","","MARION, IL","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-1-6b676f413bccb71c09f1dbeff8bd1b044587a021","56cb67aa2ddb56422632621bfb57908fa5299fc2-1-3a4857c177ac744e29406d839798fd06df246e9d","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-4-b3107730859dc2d04ecbd5297bb7a8a3207a1a60"
"POCAL INDUSTRIES","","SCRANTON, PA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-55e099b41699eb4c4b4e5b0c313bb7c42bb79991","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-6e87a513b25d7241da3a2b44731e881a0665f3c0","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-5-acf91917f3c3e0fb41a37fefd9ac5fbd7c3fe2cd"
"AMERICAN ORDANCE","","MIDDLETOWN, IA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-1-c07b7cde28e84a55f3aa889dbcfdc154dc8660ec","56cb67aa2ddb56422632621bfb57908fa5299fc2-1-096ca6e84f2e623ad33a8c50de0ae6b4025bd332","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-5-acf91917f3c3e0fb41a37fefd9ac5fbd7c3fe2cd"
"GAYSTON CORP","","SPRINGBORO, OH","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-a38657267f774887451ba117a0ef2bfa917d9e5f","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-df3287e39098a1ce013f6f92c87352fdeb757c19","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-6-23b7f7435f2ea443fd91aaed7e4a4cc4a9a20470"
"GDOTS CANADA","","CANADA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-8d6856fea540e88350a6e99d8174f940b7db7d98","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-475ebbfc44b50ce5352f957e2dac2f9512896468","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-e912081c7b11c4610debf14adcd0fcb381d9cb24"
"DAY&ZIMMERMAN LONE STAR LLC, TEXARKANA, TX","","Camden AR","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-1-1239af078632dc67a222ea0d129bd182f2e18b86","56cb67aa2ddb56422632621bfb57908fa5299fc2-1-aa4ce4cdae671c668edd67c85c193245fc3184f6","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-e912081c7b11c4610debf14adcd0fcb381d9cb24"
"MEDICO INDUSTRIES","","WILKES-BARRE, PA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-d32c19c2bd8d89154a36de877d68b8ec51af3bd6","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-b0634a36cb7aee5fe990055f3c1350b7775bcb6f","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-1-facae42d075643e2fc929e7e455b2c015251bf6e"
"L-3 FUZING & ORDNANCE SYSTEMS INC","","CINCINATTI, OH","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-36959b684ffa08d5081903ecf6e53889cfdd2713","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-f69bea450cb7278617fabf0af049940ffabe58b9","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-2-c66f6c436ec7e36f418cc93f5a1746701994026a"
"POCAL INDUSTRIES","","SCRANTON, PA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-bbe1ed38789ac4d8599cd779869771e3ac4d4436","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-7e898b1b3d3f7012be54ebac0d03b62c29a8ec1f","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-3-3f05c56871f0691494d93799bb529e8e574a789e"
"GD-OTS","","MARION, IL","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-d09e318e85457411471d89715b49c6ce2312c3e7","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-f001dfb3cad12214d71efdeec44d71c2651be2ff","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-4-c9a51ac015dc7d4ab13fa01b0753295d73e01b62"
"GAYSTON CORP","","SPRINGBORO, OH","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-9e47c71a4e00803ae207e1dd2b98a9dcaa7b93f2","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-fbf374b9a0a260569490b04db8587f55500f43ff","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-5-9beadf4ad870f59afedd7d5dcda01117a8512786"
"BAE ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-07b30c8994456c7b300e5eac93c9737d897d9de7","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-5620c2d48b28b54d3cbc3ac9fa527502427bd2ac","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-6-9ae67d51ccc98760cb08e6bab9478f122a0009ee"
"BAE ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-56cb67aa2ddb56422632621bfb57908fa5299fc2-0-ec3d1e797586cd1c66212832ab2727848c5de310","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-0214a9f5010630c170f0cbba41d6add8a35ae983","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","56cb67aa2ddb56422632621bfb57908fa5299fc2-7-a3f97ab4ed24c6007eca2daaa92cd2617ccba5ad"
