"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Lockheed Martin Aero","","Marietta GA","12.00","36.00","16.00","30","3","29","32","30","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4374119651b84f1e184574d1bf5845f146f77f87-0-6aeebd57fe23a88b0403668f18928087b9fe5c6d","4374119651b84f1e184574d1bf5845f146f77f87-0-af1d6cd960c4a186648baefcd293f3fd48c707a8","4374119651b84f1e184574d1bf5845f146f77f87","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4374119651b84f1e184574d1bf5845f146f77f87-0-72926754d949930a08a7b698f1edfa81375bed2a"
"LOCKHEED MARTIN","","FT WORTH","18","48","36","15","4","24","28","0","6","21","27","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a-0-e2505d0de2503c50f3028149a5006d4f89964c42","43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a-0-2cc57ccf041b13ead1a0d7231ab0b82c15d6ce38","43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a-0-8d9b62810846a9fc4123d17f50abfdade858d25e"
"UNITED TECH, PRATT & WHITNEY","","EAST HARTFORD, CT","24","48","36","8","4","17","21","0","7","12","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a-0-05c9060741478f82a9f97f326b62d38532cf044d","43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a-0-2ae48037101ff719c04ef9323d60575bab3af714","43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","43ebc1a60edfb8fd0559e040bf9b1ce80fa7fb6a-3-109979d31bbcfe62b93e09d105fe6f2ef21c9b1e"
"Gen Dyn Arm Tech Prod (GDATP)","","Williston VT","300","4800","2400","5","6","14","20","3","5","15","20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-44ff5b24843006b3291875fb4c48e63edbde8f5b-0-d44754eb0e4ac6f6d730dea8a90af231ba18c10b","44ff5b24843006b3291875fb4c48e63edbde8f5b-0-5a53038c5a3f53630506cdd0a8f35963b342399e","44ff5b24843006b3291875fb4c48e63edbde8f5b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","44ff5b24843006b3291875fb4c48e63edbde8f5b-0-99d8da406dd9eccf70e22a1e17cf3eed3816d255"
"Remington Arms Co.","","Ilion, NY","12000","144000","36000","3","7","12","19","3","9","22","31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-45a8f2fb9df364ea44f5d277e8cf729e94631e4c-0-c41e45010aa92b822a578f6dad818e3af1d91ef0","45a8f2fb9df364ea44f5d277e8cf729e94631e4c-0-065b33d73bc7ef35b9926a2ed86ade88c5172c0d","45a8f2fb9df364ea44f5d277e8cf729e94631e4c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","45a8f2fb9df364ea44f5d277e8cf729e94631e4c-0-6c1cd21c92dd32b1daabb822d06bad0e62e4e296"
"CHS","","Taunton, MA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b-0-30a0fde7a1660414307ca59508fabad5cc52079c","45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b-0-d2626b9e55dbba1f3ee927df28be5ff80588442b","45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b-0-a6dabe20bd01e0b4ac3b443f9352f29eb711d63b"
"CHS","","Taunton, MA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b-0-4a7549ece1ceb45691ca20ae82638496c0dd4780","45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b-0-6f26bc1a889ac45fbcb9b8c1e4740cebce3e0dad","45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","45f8218f7f1879e5c4ec5c5ef1d6bb6b1fd3400b-1-731e53b8690eb4163d87182ff6146449c3981b04"
"CarahSoft Tech Corp","","Reston VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-a9afd1d997269cdc03e1cb4f9e857850ee9ed587","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-8f9d60e81716e6555440db148ba35ed5ba5355f9","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-e9043f9dec9bdf1edf76438eb7ca0d7b4b665687"
"Northrop Grunman","","Midlothian, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-1-7745333789c2392c9768fab3850dfc34d70176c1","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-1-89c603a0e86a49f22a1c30eab6fd715832e2829e","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-e9043f9dec9bdf1edf76438eb7ca0d7b4b665687"
"Mythics Inc","","Virginia Beach, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-2-a7b7b46b22a9bd365be4ec5e887a9c97c96a1848","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-2-6a958ee937211fc4129174f784a51f34a74c3f2e","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-e9043f9dec9bdf1edf76438eb7ca0d7b4b665687"
"LMI Government Consulting","","Colonial Heights, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-3-b3067ee1469132df558a2197a260832b9dcbe8b3","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-3-03cab31ad758f82b4ee2fc9b95b57fff799bb64a","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-e9043f9dec9bdf1edf76438eb7ca0d7b4b665687"
"Multiple Hardware/Software","","Various","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-4-5746c7520f48df22f1b914ad4f964ffbfa212993","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-4-43cddf28ab36dd98795066b13e156b501ea01a27","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-e9043f9dec9bdf1edf76438eb7ca0d7b4b665687"
"Multiple Hardware/Software","","Various","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-cc3432d3e1eefdc45e9eddc7bacf7606499bf611","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-cfebe7c8ac3103d14464431a18ec5f5fd7c9a2aa","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-1-0554ecabc12f3d621f74ebbd4c272ec70e895cbd"
"Multiple Hardware/Software","","Various","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-229a50739e7a99c096c394c3b38478401bff819c","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-6a31e930569d83762e19f658499cd0cdbbd055a0","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-72ed04a2a4370c9ba79680bdfc8b4e94b82fd13a"
"TBD","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-464cba3e71d8b3f7784c6995dbc6e67b546e5d54-1-50e6218193c1a4425b49cd365cae4ac776833723","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-1-3e7d4d2d18d36c34767955c1e39d3f60e1d7b023","464cba3e71d8b3f7784c6995dbc6e67b546e5d54","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","464cba3e71d8b3f7784c6995dbc6e67b546e5d54-0-72ed04a2a4370c9ba79680bdfc8b4e94b82fd13a"
"Raytheon Missile Systems","","Tucson, AZ","25.00","66.00","50.00","0","0","0","0","0","5","22","27","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-0f1d31cd073d65482d1d7cd42aedce227d28fb7f","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-8795db4c983eb5ddc8d2ec7e1549c8b3c1216b53","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","470e0018bc62797cd9610c7480dfcaf1b47ca02b-5-45e782f2a48468895a675de5b876628af0739e7e"
"Raytheon Missile Systems","","Tucson, AZ","0.00","0.00","0.00","0","5","20","25","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-3dd228cdcca4e46027dc0f066b936d8765bc52ad","470e0018bc62797cd9610c7480dfcaf1b47ca02b-0-d28a204f53a7dc113b73c64bdeed65cafbd31b52","470e0018bc62797cd9610c7480dfcaf1b47ca02b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","470e0018bc62797cd9610c7480dfcaf1b47ca02b-6-2517c061a9ffa483f6a61fb5f30ac250ce3048f4"
"L3 Warrior Systems","","Londonderry","200","2000","1000","2","5","4","9","2","5","4","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-47c990018ac2ac88337a5845b0bcedf9434b818d-0-91d17b47dd6ef0f95aa3d0802ae1b3eaada27341","47c990018ac2ac88337a5845b0bcedf9434b818d-0-408b4ad38fa1f7f7e6324211df4c9ac17553d999","47c990018ac2ac88337a5845b0bcedf9434b818d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","47c990018ac2ac88337a5845b0bcedf9434b818d-0-ced5c091451c2173b6e72e28c9013281c0b05022"
"Boeing Co.","","St. Louis, MO","24","72","48","0","0","33","33","0","2","20","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-48ed89541e261d9cb75ce9a922aa2ebc5b063b55-0-f0519d4de44460ae3c2d08764cc3a85970fab61f","48ed89541e261d9cb75ce9a922aa2ebc5b063b55-0-ed600cd82aad1affbab6a6e0e8ebf453261a4871","48ed89541e261d9cb75ce9a922aa2ebc5b063b55","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","48ed89541e261d9cb75ce9a922aa2ebc5b063b55-0-96caa902bf4689c40426ef1c431e79d65781f96f"
"General Electric Co.","","Lynn, MA","84","144","120","0","0","27","27","0","2","13","15","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-48ed89541e261d9cb75ce9a922aa2ebc5b063b55-0-f3d766b8ab308b8ecede1782bc920c7a4e367c21","48ed89541e261d9cb75ce9a922aa2ebc5b063b55-0-a7b9e5bd2db2888071bd1eb42c5cee34800343b4","48ed89541e261d9cb75ce9a922aa2ebc5b063b55","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","48ed89541e261d9cb75ce9a922aa2ebc5b063b55-3-0de6ac93c981046305a1e7caa1cf436fc60cd226"
"Frazer-Volpe Corp.","","Warminster PA","600","3600","600","5","16","14","30","5","10","10","20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-48f767075f79b2fe54baf130f30b0b65dc817352-0-84f02a2d849a271b477530e4be9ee934d7910667","48f767075f79b2fe54baf130f30b0b65dc817352-0-d5b87c144c32faa23cdee718add865dfd228b2e1","48f767075f79b2fe54baf130f30b0b65dc817352","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","48f767075f79b2fe54baf130f30b0b65dc817352-0-10874098bbe36bda49c17923fddbaca4f261f641"
"TBD","","TBD","600","3600","600","7","13","8","21","6","7","8","15","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-48f767075f79b2fe54baf130f30b0b65dc817352-1-ea771d8a5f2f4e8f2e3651a57bfe7e166b11d7c9","48f767075f79b2fe54baf130f30b0b65dc817352-1-cbdc7df2086d4a4ac2df6559409b34ae97db6324","48f767075f79b2fe54baf130f30b0b65dc817352","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","48f767075f79b2fe54baf130f30b0b65dc817352-0-10874098bbe36bda49c17923fddbaca4f261f641"
"VAR","","VAR","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4a74892331231924da01d6ba72f29b38cdd466bd-0-8508ad221ae02c557ba33f6ac653c85787f1cc02","4a74892331231924da01d6ba72f29b38cdd466bd-0-2d5c52530874fc46ef9f4a596960cbd88ad99f07","4a74892331231924da01d6ba72f29b38cdd466bd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4a74892331231924da01d6ba72f29b38cdd466bd-0-20a0e26ae427448e6e7b449374da0730f598238d"
"TBS","","TBS","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4a74892331231924da01d6ba72f29b38cdd466bd-1-35a9358c6b31b4d882785d66ceb3e06010e94b36","4a74892331231924da01d6ba72f29b38cdd466bd-1-49039697b24dc0e5ebc7552a5a84781fe2225d3e","4a74892331231924da01d6ba72f29b38cdd466bd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4a74892331231924da01d6ba72f29b38cdd466bd-0-20a0e26ae427448e6e7b449374da0730f598238d"
"General Dynamics (IT)","","Fairfax, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4a74892331231924da01d6ba72f29b38cdd466bd-0-5b28e74a8b84ce47b731f72a7895d012e82140ff","4a74892331231924da01d6ba72f29b38cdd466bd-0-cc921f02b19e32cc754f724651db4cadf06dcfc4","4a74892331231924da01d6ba72f29b38cdd466bd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4a74892331231924da01d6ba72f29b38cdd466bd-2-50d4249294f7ed94803dd0ba38abc34ff8069ed6"
"L3","","Reston, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4a74892331231924da01d6ba72f29b38cdd466bd-0-a7466b656c7c34482f7e2667eaa44b037fbd265b","4a74892331231924da01d6ba72f29b38cdd466bd-0-3329b0281e98fcd103dcd374db8da1741c10a917","4a74892331231924da01d6ba72f29b38cdd466bd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4a74892331231924da01d6ba72f29b38cdd466bd-3-e142b0ce048e64f541f49673d41ca956afeecbc2"
"TBS","","TBS","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4a74892331231924da01d6ba72f29b38cdd466bd-1-5e3256468b066b6cd99dc1410213cb51b1e80b86","4a74892331231924da01d6ba72f29b38cdd466bd-1-bbc0dab8484484150f1465749ce64a6a8324d39b","4a74892331231924da01d6ba72f29b38cdd466bd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4a74892331231924da01d6ba72f29b38cdd466bd-3-e142b0ce048e64f541f49673d41ca956afeecbc2"
"Booz Allen Hamilton","","McLean, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4a74892331231924da01d6ba72f29b38cdd466bd-0-1024dbb78cca3f1a7ffb9469ccfc3a00309af299","4a74892331231924da01d6ba72f29b38cdd466bd-0-0c056ecb4cebee32548805d8e39eec46d6fcbae7","4a74892331231924da01d6ba72f29b38cdd466bd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4a74892331231924da01d6ba72f29b38cdd466bd-4-67f7842575dfe6f4c24e8c1226bcd95dc468bcbe"
"Harris","","Melbourne Florida","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-546d2c854c5b0e65414d14401963bacd2d42beaf","4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-19cfc49afc25cd0ce381d99302a888363baf443e","4c028ce3f220f062d5467374a7d3371a4fc3ea19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4c028ce3f220f062d5467374a7d3371a4fc3ea19-5-118cc106cc1f650ef5432c6157f50c6b40867b7c"
"Harris","","Melbourne Florida","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-09e403284a08b33342fd2e12064fb9ab2644cd69","4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-f10f56bdb31913f3848173462b7b22bf4a904f7b","4c028ce3f220f062d5467374a7d3371a4fc3ea19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4c028ce3f220f062d5467374a7d3371a4fc3ea19-6-2fcae2a0ae4b5cc627bdfc39363cc18bf6a53eb7"
"Harris","","Melbourne Florida","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-3a42ab680e24f5fb5adbd720afe30721260b77e5","4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-53c6c0feac9601a2315c215c9784778bba4c00c7","4c028ce3f220f062d5467374a7d3371a4fc3ea19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4c028ce3f220f062d5467374a7d3371a4fc3ea19-7-aef267e0834e6726d86bd904b910da67b533fd24"
"Raytheon","","Marlborough Massachusetts","5","100","10","5","5","5","10","0","5","5","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-0fc878860d323857cafc86e038666c435183ae10","4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-2b14dfa594258ce287c0872d31c48fabf0992620","4c028ce3f220f062d5467374a7d3371a4fc3ea19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4c028ce3f220f062d5467374a7d3371a4fc3ea19-3-1dbf132528d8d9d9530af9bf94a583bef2f4fd84"
"VIASAT","","Carlsbad California","5","100","10","5","5","5","10","0","5","5","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-1edd3b460715346efc26b5e4d94c1b4938cc27e1","4c028ce3f220f062d5467374a7d3371a4fc3ea19-0-1a789bee22991ecfb44d1b799830d7e9e3b87023","4c028ce3f220f062d5467374a7d3371a4fc3ea19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","4c028ce3f220f062d5467374a7d3371a4fc3ea19-5-7ba988d001ddbcff4608b317065e05939aae5435"
