"@projectCategoryName","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_TotalCost_val","Number_val","Title_val","CostElementList_Construction_PriorYear_TotalCost_val","CostElementList_Construction_CurrentYear_TotalCost_val","CostElementList_Construction_BudgetYearOneBase_TotalCost_val","CostElementList_Construction_BudgetYearOne_TotalCost_val","CostElementList_Construction_BudgetYearOneOCO_TotalCost_val","CostElementList_Equipment_PriorYear_TotalCost_val","CostElementList_Equipment_CurrentYear_TotalCost_val","CostElementList_Equipment_BudgetYearOneBase_TotalCost_val","CostElementList_Equipment_BudgetYearOne_TotalCost_val","CostElementList_Equipment_BudgetYearOneOCO_TotalCost_val","CostElementList_EquipmentInstallation_PriorYear_TotalCost_val","CostElementList_EquipmentInstallation_CurrentYear_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneBase_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOne_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneOCO_TotalCost_val","CostElementList_ContractorSupport_PriorYear_TotalCost_val","CostElementList_ContractorSupport_CurrentYear_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneBase_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOne_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_Other_BudgetYearOneBase_TotalCost_val","CostElementList_Other_BudgetYearOne_TotalCost_val","CostElementList_Other_CurrentYear_TotalCost_val","CostElementList_Other_PriorYear_TotalCost_val","CostElementList_Other_BudgetYearOneOCO_TotalCost_val","CostElementList_OtherInHouseSupport_CurrentYear_TotalCost_val","CostElementList_OtherInHouseSupport_PriorYear_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneBase_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOne_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_CorpsOfEngineersSupport_PriorYear_TotalCost_val","CostElementList_CorpsOfEngineersSupport_CurrentYear_TotalCost_val","EndItemSupportedModel_val","MilestoneList_InitialProjectAward_val","MilestoneList_FinalProjectAward_val","MilestoneList_ConstructionComplete_val","MilestoneList_EquipmentInstallationComplete_val","MilestoneList_ProveOutBegins_val","MilestoneList_ProveOutComplete_val","MilestoneList_FinalDesignComplete_val","MilestoneList_ConceptDesignComplete_val","NarrativeExplanation_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Production Support","9.696","","","","5133298","Vacuum Drying Capability, Premix/Plastic Bonded Explosive (PBX)","1.924","","","","","2.983","","","","","2.913","","","","","0.843","","","","","","","","0.859","","","0.174","","","","","","Research & Development Explosives (RDX), High Melt Explosives (HMX)","2013-06","2013-06","2014-02","2014-07","2014-07","2014-11","2012-06","","Procurement dollars in the amount of $9.696 million support the purchase and installation of modern technology and auxiliary equipment for the vacuum drying facility at Holston Army Ammunition Plant (AAP).  All coated explosive products manufactured at Holston AAP require a drying step prior to packaging in order to meet product moisture specifications.  The existing drying process is inefficient, obsolete and failing.  The modernized process will improve energy efficiencies, reduce operation costs and improve product quality.","fc8a91254bf10ee57809906eaedb4fccfba99546-0-4738e4f56d5df50d656e895244f616cf9002dcac","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","24.281","","","","5133528","Insensitive Munitions Explosive (IMX) Ingredients Manufacturing","9.603","","","","","9.219","","","","","3.278","","","","","1.739","","","","","","","","","","","0.442","","","","","","IMX-101, IMX-104","2014-04","2014-04","2015-02","2015-09","2015-12","2016-02","2014-05","","Procurement dollars in the amount of $24.281 million support the procurement and installation of an Insensitive Munitions Explosive (IMX) Ingredients manufacturing facility, building G-8, at Holston Army Ammunition Plant (AAP).  This facility will provide sufficient production capacity to meet future requirements of IMX-101 and IMX-104.  Holston AAP currently does not have the capability to meet the new IM production requirements.","fc8a91254bf10ee57809906eaedb4fccfba99546-1-46c9b2783939af3d72eb2dc3a480576508b4f217","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","","9.79","","","5143676","Building G-4, Nitroguanidine (NQ) Recrystallization","","4.862","","","","","2.359","","","","","1.656","","","","","0.913","","","","","","","","","","","","","","","","Dinitroanisole (DNAN), Nitrotriazalone (NTO)","2014-05","2014-05","2016-05","2016-05","2016-06","2016-09","2015-05","","Procurement dollars in the amount of $9.790 million support modernization of the Nitroguanidine (NQ) Recrystallization process in building G-4 at Holston Army Ammunition Plant.  Antiquated processing equipment, obsolete instrumentation controls and out-dated processing methods are incapable of satisfying future production requirements.  This project also includes modernization of the building infrastructure, safety improvements and maintains environmental compliance.  NQ is a critical ingredient in the production of insensitive munitions explosives.","fc8a91254bf10ee57809906eaedb4fccfba99546-2-a4634854d96c654c21d3d1deb236bc0b096de868","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","2.655","","","","5133563","Dinitroanisole (DNAN) Wastewater Treatment Removal","0.619","","","","","1.126","","","","","0.266","","","","","0.153","","","","","","","","0.442","","","0.049","","","","","","2, 4-Dinitroanisole (DNAN)","2014-03","2014-03","2015-03","2015-03","2015-04","2015-09","2014-09","","Procurement dollars in the amount of $2.655 million support design and installation of a pilot unit to treat Dinitroanisole (DNAN) wastewater treatment at Holston Army Ammunition Plant.  This project will provide the data to purchase and install equipment for pilot scale testing.  DNAN nitration produces waste that requires additional treatment to prevent discharge of contaminated water into the Holston River.","fc8a91254bf10ee57809906eaedb4fccfba99546-3-049629a115886b3c20afe9de84612df562110da7","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","1.096","","","","5133578","Mitigate High Melt Explosives (HMX), Pump Grinding Technology (Predesign)","","","","","","","","","","","","","","","","","","","","","","","","1.096","","","","","","","","","CXM-11, CXM-9, CXM-10, TYII, LX-14, PAX-2A, PAX-3, PAX-48, PBX9501, PBXN-9","2014-01","2014-01","","","","","","","Procurement dollars in the amount of $1.096 million support preliminary design of pump grinding technologies for production of High Melt Explosives (HMX) B/2 and HMX B/5 while improving safety, quality and capability for these products at Holston Army Ammunition Plant (AAP).  This effort will also identify a location for the construction of a new facility at Holston AAP, conduct cost analyses of potential technologies and conduct small scale testing and design prove-out.","fc8a91254bf10ee57809906eaedb4fccfba99546-4-2fb64dd071550d7b01b88572252abd3b870f92c4","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","0.098","","","","5133579","Holston Landfill Expansion (Preliminary Design)","","","","","","","","","","","","","","","","","","","","","","","","0.098","","","","","","","","","Research & Development Expl(RDX), High Melt Expl(HMX), Insensitive Mun(IM)","2013-05","2013-05","","","","","2013-10","","Procurement dollars in the amount of $0.098 million support preliminary design of expanding the existing landfill site at Holston Army Ammunition Plant (AAP).  Due to extensive disposal and demolition efforts at Holston AAP, the current landfill site will meet its full capacity by FY 2017 if the landfill area is not expanded.  In addition, the landfill is required to comply with state environmental regulations for the disposal of coal combustion residues and non-hazardous materials.","fc8a91254bf10ee57809906eaedb4fccfba99546-5-1d16a4f6cf104ac035524802afe4b6c2a657f47d","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","0.416","","","","5133581","National Emission Standards, Hazardous Air Pollutants (NESHAP) Requirements","","","","","","","","","","","","","","","","0.049","","","","","","","","0.367","","","","","","","","","Research & Development Explosives (RDX)/High Melt Explosives (HMX), IM","2013-06","2013-06","","","","","2014-04","","Procurement dollars in the amount of $0.416 million support the identification, selection and design of future pollution controls for the coal-fired steam plant at Holston Army Ammunition Plant (AAP).  The Environmental Protection Agency (EPA) has amended its current emission standards, adding new regulated substances to the list of emissions that must be controlled.  The effort will ensure Holston AAP complies with EPA regulations.","fc8a91254bf10ee57809906eaedb4fccfba99546-6-40198dae691c336c2c84254a5bf32569edfbf747","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","6.242","","46.172","46.172","51X3673","Insensitive Munitions (IM) Weak Nitric Acid Recovery (NAC/SAC)","","","7.982","7.982","","5.059","","26.201","26.201","","","","3.319","3.319","","0.122","","2.059","2.059","","6.611","6.611","","1.061","","","","","","","","","IM Explosives (IMX)-101, IMX-104, Picatinny Arsenal Expl (PAX)","2013-09","2014-12","2016-12","2016-12","2017-01","2017-01","2014-09","","FY 2015 Base procurement dollars in the amount of $46.172 million support construction of a Nitric Acid Concentrator / Sulfuric Acid Concentrator (NAC/SAC) facility at Holston Army Ammunition Plant (AAP).  This facility will recover the spent acid used in IM Explosives (IMX)-101, IMX-104 manufacturing and other Dinitroanisole and Nitrotriazalone IMX bases.  This project will provide Holston AAP with the capability to reconcentrate spent nitric acid in order to avoid ammonia nitrate waste disposal costs.  Additionally, the new facility mitigates a critical supply chain issue in the production of strong nitric acid within the National Technology and Industrial Base.","fc8a91254bf10ee57809906eaedb4fccfba99546-7-383f2e083a43eb2f1ee3b5212c778be6c1312c4d","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","","","1.178","1.178","5153747","Material Transfer Improvements for Building J-3","","","0.53","0.53","","","","0.197","0.197","","","","0.232","0.232","","","","0.101","0.101","","0.118","0.118","","","","","","","","","","","Research & Development Explosives (RDX), High Melt Explosives (HMX)","2015-03","2015-03","2015-09","2015-11","2015-11","2015-11","2015-09","","FY 2015 Base procurement dollars in the amount of $1.178 million support effort to design, purchase and install equipment to improve explosives material transfer from Building J-3 at Holston Army Ammunition Plant.  This effort will also support purchase of auxiliary equipment and provide necessary utilities and repairs to allow explosive materials to be efficiently transferred to and from the process building.","fc8a91254bf10ee57809906eaedb4fccfba99546-8-237963a2e39971bb93ceee2d06479230097f7500","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","","","0.564","0.564","5153668","Sewer and Industrial Wastewater Conditioning","","","","","","","","","","","","","","","","","","0.058","0.058","","0.506","0.506","","","","","","","","","","","Research & Development Explosives (RDX), High Melt Explosives (HMX)","2015-03","2015-03","","","","","","","FY 2015 Base procurement dollars in the amount of $0.564 million support sewer diagnostic and field investigation to assess the condition of the industrial and sanitary wastewater pipelines at Holston Army Ammunition Plant.  This engineering survey will identify defects in the wastewater pipelines and infiltration/inflow sources and recommend rehabilitation upgrades to maintain environmental compliance.","fc8a91254bf10ee57809906eaedb4fccfba99546-9-c1ad478157338354ebd6d2ecbcf5ec6ddb692c9c","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","","","8.967","8.967","5153296","Industrial Wastewater Settling & Equalization Basin #1","","","4.306","4.306","","","","0.785","0.785","","","","1.845","1.845","","","","0.985","0.985","","0.889","0.889","","","","","","0.157","0.157","","","","Research & Development Explosives (RDX), High Melt Explosives (HMX)","2015-05","2015-05","2016-09","2017-03","2017-04","2017-05","2016-01","","FY 2015 Base procurement dollars in the amount of $8.967 million support modernization effort to provide Holston Army Ammunition Plant (AAP) with a primary settling and equalization basin for settling, storage, wasteload distribution, and operational reliability for the Industrial Waste Water Treatment Facility.  Holston AAP is required by the facility National Pollutant Discharge Elimination System permit to meet a wide spectrum of waste treatment parameters before discharging wastewater to the Holston River.","fc8a91254bf10ee57809906eaedb4fccfba99546-10-e3a67c1dd3ff11c7f7fd947788d708db8fa53cc5","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","","","9.273","9.273","5153754","Install Additional Wastewater Anaerobic Filtration (3W & 4W)","","","3.445","3.445","","","","2.65","2.65","","","","1.477","1.477","","","","0.683","0.683","","1.018","1.018","","","","","","","","","","","Research&Development Expl(RDX),High Melt Expl(HMX),Insensitive Mun Exp(IMX)","2015-04","2015-04","2017-10","2017-10","2017-10","2017-12","2015-12","","FY 2015 Base procurement dollars in the amount of $9.273 million support installation of an additional anaerobic filtration system and associated equipment at Holston Army Ammunition Plant.  The implementation of an additional anaerobic filtration system at the Industrial Wastewater Treatment Facility will allow for uninterrupted manufacturing and compliance with the National Pollutant Discharge Elimination System permit.","fc8a91254bf10ee57809906eaedb4fccfba99546-11-01d2eb4ee8b0a5f112b8b739fbaa8e2099e972f3","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","","8.551","4.28","4.28","51X3757","Install Additional Anoxic Basins 30 and 40 (Building 221)","","","1.644","1.644","","","2.418","0.957","0.957","","","4.663","0.704","0.704","","","0.633","0.342","0.342","","0.633","0.633","0.837","","","","","","","","","","Research&Development Expl(RDX),High Melt Expl(HMX),Insensitive Mun Exp(IMX)","2014-06","2015-04","2017-10","2017-10","2017-11","2017-12","2015-12","","FY 2015 Base procurement dollars in the amount of $4.280 million support the second phase to increase the capability of the Holston Army Ammunition Plant's Wastewater Treatment Facility to treat nitrates and Research and Development Explosives found in the plant's wastewater stream.  The implementation of this project will allow for uninterrupted manufacturing in compliance with the National Pollutant Discharge Elimination System permit.","fc8a91254bf10ee57809906eaedb4fccfba99546-12-736eaef5622f45076ab40a8cf0ad4b945b7b2d97","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
"Production Support","","","5.503","5.503","5153761","Install Additional Anoxic Basins 5E and 6E (Building 235)","","","2.202","2.202","","","","1.71","1.71","","","","0.944","0.944","","","","0.391","0.391","","0.256","0.256","","","","","","","","","","","Research & Development Explosives (RDX), High Melt Explosives (HMX)","2015-03","2015-03","2017-09","2017-09","2017-11","2017-11","2015-11","","FY 2015 Base procurement dollars in the amount of $5.503 million support the installation of two additional anoxic treatment cells at Holston Army Ammunition Plant's Wastewater Treatment Facility.  The implementation of this project will allow for uninterrupted manufacturing and comply with the National Pollutant Discharge Elimination System permit.","fc8a91254bf10ee57809906eaedb4fccfba99546-13-827c0fc93d4c84b04dde4eb02d706d93cee27235","fc8a91254bf10ee57809906eaedb4fccfba99546","root.record.FacilityList.ProductionSupportFacility","fc8a91254bf10ee57809906eaedb4fccfba99546-0-e8b0927b515c5af6ce58d338ade73742051bce1a"
