"Name_val","Name_@footnote","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_Continuing_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_Total_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_ToComplete_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_Total_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_UnitCost_ToComplete_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_Total_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_Continuing_val","Cost_Continuing_@footnote","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","SubCostElementList_SubCostElement","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"FFRDC","","0","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-1-a1f055af4ed3f919441c9b851560f0cbd9a85b91","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-dfa2be09242966301c26b39551f3ee34e6697683"
"A&AS","","0","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-2-2808499885da80034388fc5aec0a25a6b27f7bd5","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-dfa2be09242966301c26b39551f3ee34e6697683"
"Other Support","","","","19.269","10.841","10.841","","0","67.472","11.377","8.726","8.524","8.735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-0-c481723c327c9f840358834bbd57f894874fe4a5","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-20e297ef7e7887e5275e2b04e621f7c66ac041a7"
"FFRDC","","","","13.241","11.715","11.715","","0","80.854","16.338","13.839","13.223","12.498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-1-dcf18269dc100272330f71782e6312200381d70b","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-20e297ef7e7887e5275e2b04e621f7c66ac041a7"
"A&AS","","","","25.221","16.983","16.983","","0","170.451","18.797","49.461","30.075","29.914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-2-ca7cd87889df7f2b865935f645d5e4a2f0c6a85a","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-20e297ef7e7887e5275e2b04e621f7c66ac041a7"
"Other Support","","0","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-0-cb834ce43a499cf549a22ad62df2e97a887d1e0c","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-67d621e8dd68277f5455585a3be2d53b6581e8c9"
"FFRDC","","0","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-1-3b1c806e4c16753fc239e4c99d003853f9d13da0","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-67d621e8dd68277f5455585a3be2d53b6581e8c9"
"A&AS","","0","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-2-51ebe1f25b1e3268258714c4357a8866041fbf50","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8a412dc81e50142f8f284f41b328f96d84a887bf-0-67d621e8dd68277f5455585a3be2d53b6581e8c9"
"Government Management","","","2.234","0.351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8b913df1c9e11fb566b6f55e0c4c2274e6f8990e-0-4ab46c763383c483b86086f4f006e2f8d4bf4054","8b913df1c9e11fb566b6f55e0c4c2274e6f8990e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8b913df1c9e11fb566b6f55e0c4c2274e6f8990e-0-82b7f5cfaaf7145e32d5d5c0020c8eaa2fc780ef"
"Contractor Management","","","3.216","0.505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8b913df1c9e11fb566b6f55e0c4c2274e6f8990e-1-0a89de4657c80ebf61469880967de134f9dcb33c","8b913df1c9e11fb566b6f55e0c4c2274e6f8990e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8b913df1c9e11fb566b6f55e0c4c2274e6f8990e-0-82b7f5cfaaf7145e32d5d5c0020c8eaa2fc780ef"
"PMA Contractor Support","","","","0.868","0.875","0.875","","0","5.319","1.02","0.835","0.853","0.868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8c940623a1a8510eeb398f1d7c3181dd76dfc090-0-fa66af8ba380655f9dcfa546000aaac58b62de29","8c940623a1a8510eeb398f1d7c3181dd76dfc090","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8c940623a1a8510eeb398f1d7c3181dd76dfc090-0-e4939535544bba91cd40cd8a7fc9d6f54b68eb15"
"3.1) F6240 Government Test Program","","5.579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d4768b3b5ff6e3ada9e2622220844db9447137a-0-d2975d03f361c771c28f9dc14bbf7695d9ba5726","8d4768b3b5ff6e3ada9e2622220844db9447137a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d4768b3b5ff6e3ada9e2622220844db9447137a-0-c2af047d9e88c33e9b12eb19ce6538a67314355f"
"4.1) F6310 Product Improvement Program","","1.443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d4768b3b5ff6e3ada9e2622220844db9447137a-0-aa982d921bf8db9b5f74053505160f90526d4337","8d4768b3b5ff6e3ada9e2622220844db9447137a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d4768b3b5ff6e3ada9e2622220844db9447137a-1-698b402f5f30673564be73704c954985c5d8bdf4"
"4.2) F6340 Hellfire Conversions","","3.421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d4768b3b5ff6e3ada9e2622220844db9447137a-1-f1ff3e6105e1a19aef9efa69ec1cb0b13d1780ae","8d4768b3b5ff6e3ada9e2622220844db9447137a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d4768b3b5ff6e3ada9e2622220844db9447137a-1-698b402f5f30673564be73704c954985c5d8bdf4"
"4.3) F6820 Training Equipment/Test Equipment","","30.009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d4768b3b5ff6e3ada9e2622220844db9447137a-2-281fa3e66bef86b9153586c57daacebfdf263443","8d4768b3b5ff6e3ada9e2622220844db9447137a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d4768b3b5ff6e3ada9e2622220844db9447137a-1-698b402f5f30673564be73704c954985c5d8bdf4"
"5.1) F6850 Production Engineering Support","Production Engineering Support (PES) is proportional to weapon procurement quantities. PES includes Lockheed contractor procurement support.","102.216","","","0","0.98","0.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d4768b3b5ff6e3ada9e2622220844db9447137a-0-5f442aa2551e625aeae39d5376cb6d34169faf22","8d4768b3b5ff6e3ada9e2622220844db9447137a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d4768b3b5ff6e3ada9e2622220844db9447137a-2-1480fe009b8be419a2197830314b64386d67e90c"
"6.1) F6860 Integrated Logistics Support","","10.887","","","0","0.1","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d4768b3b5ff6e3ada9e2622220844db9447137a-0-d08e59635c6a195957b7fab9a2f64f45bb183f28","8d4768b3b5ff6e3ada9e2622220844db9447137a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d4768b3b5ff6e3ada9e2622220844db9447137a-3-3847ce1223b4c7d0a9cca40ac0f119470ead9f87"
"PRODUCTION ENGINEERING","","0","0.24","0.235","0.372","0.372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-76b97603ed29fa5af0aaebab84f5038676b5ecbd","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-cfeb0d24dedfde33a0e2872d32046dff176e3c35"
"QUALITY ASSURANCE","","0","0.007","0.003","0.004","0.004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-1-88ef3a69b87a38f7c16e5330e4cf96bdb6d01d94","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-cfeb0d24dedfde33a0e2872d32046dff176e3c35"
"FIRST ARTICLE TEST","","0","0.035","0.033","0.039","0.039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-2-2d65f74759dc59c6fe9f8107a96f5b3707de2d46","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-cfeb0d24dedfde33a0e2872d32046dff176e3c35"
"PRODUCTION ENGINEERING","","","0.206","0.207","0.022","0.022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-f01e527cc24b1764bd1649923b75fc164e74bdc6","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-a4c3c75f38e58d62ca810803648a43c10cff423c"
"QUALITY ASSURANCE","","","0.012","0.007","0.001","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-1-d02c2225ba6873600dddd1a22304ee71234f9b59","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-a4c3c75f38e58d62ca810803648a43c10cff423c"
"FIRST ARTICLE TEST","","","0.019","0.035","0.013","0.013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-2-c0691997554b122b401ea128aa266042f0ed9716","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-a4c3c75f38e58d62ca810803648a43c10cff423c"
"PRODUCTION ENGINEERING","","","0.1","0.118","0.048","0.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-113606e4e1da27599b378daf631b9869684f41d6","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-85f093d62da9b9d8cd7ae84d88d5011666847abe"
"QUALITY ASSURANCE","","","0.009","0.011","0.008","0.008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-1-7f396f75c1e0e41d1c3d111850ee1b39328a2abf","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-85f093d62da9b9d8cd7ae84d88d5011666847abe"
"FIRST ARTICLE TEST","","","0.04","0","0.043","0.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-2-a3a57b4fc324f20d6e007e776ee51f892fb31e77","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d76b9d1f5e205b8c4449df5f711c8e06fdeac69-0-85f093d62da9b9d8cd7ae84d88d5011666847abe"
"5.1) TTWCS Production Engineering","","21.075","1.048","1.018","1.038","1.038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7997c611a83c5a944618e1935b02882d6bd719-0-5104f6c6504bba3b63939887e9d4ebbba9176946","8d7997c611a83c5a944618e1935b02882d6bd719","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d7997c611a83c5a944618e1935b02882d6bd719-0-e6bdb992e1936ea6abb7b708848da6a4bf8d3d97"
"5.2) TTWCS Integrated Logistic Support","Increases within the TTWCS Integrated Logistic Support cost code beginning in FY17 are due to higher costs associated with TTWCS v5.4.0.2 installations compared to previous TTWCS baselines.","78.761","10.048","9.982","10.971","10.971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7997c611a83c5a944618e1935b02882d6bd719-1-63ff100690169da7d07756e23d7a3489bef145af","8d7997c611a83c5a944618e1935b02882d6bd719","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d7997c611a83c5a944618e1935b02882d6bd719-0-e6bdb992e1936ea6abb7b708848da6a4bf8d3d97"
"6.1) TMPC Production Engineering","Provides systems engineering support for system design and definition of requirements necessary to evaluate all functional aspects of the TMPC subsystems and workflows that directly impact strike & execution and mission planning products. It includes reviewing TWS and external interfaces for impacts resulting from design upgrades/changes within TWS and by external organizations, Independent Verification & Validation (IV&V), and security accreditation activities.","28.51","3.84","4.295","4.392","4.392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7997c611a83c5a944618e1935b02882d6bd719-0-325d35011e7fd8ec5e9a5ea703249607267204ea","8d7997c611a83c5a944618e1935b02882d6bd719","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d7997c611a83c5a944618e1935b02882d6bd719-1-9db73ef0213d6789dcad0f5b82b909b4575c9fa0"
"6.2) TMPC Production Support","Funds activities that directly support system upgrades requirements such as user events, requirements validation, systems engineering technical reviews, software formal qualification testing, and delta training documentation.","26.677","3.665","4.032","4.164","4.164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7997c611a83c5a944618e1935b02882d6bd719-1-e6389a675e6a2220316658f2352b33ef6e63fc9e","8d7997c611a83c5a944618e1935b02882d6bd719","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d7997c611a83c5a944618e1935b02882d6bd719-1-9db73ef0213d6789dcad0f5b82b909b4575c9fa0"
"6.3) TMPC Integrated Logistic Support","Funds installations support associated with the deployment of new TMPC system upgrades to all 180 TMPC sites. FY17 funds the installation of TMPC 5.0.1 onboard Firing Units (DDGs/CGs/SSNs), Command Staffs, laboratories, and training classrooms.","59.164","10.234","12.413","10.658","10.658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7997c611a83c5a944618e1935b02882d6bd719-2-a8b11cbe17815cbd6128bea7c46acb31097b20f9","8d7997c611a83c5a944618e1935b02882d6bd719","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d7997c611a83c5a944618e1935b02882d6bd719-1-9db73ef0213d6789dcad0f5b82b909b4575c9fa0"
"7.1) FMP Installations","","15.139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7997c611a83c5a944618e1935b02882d6bd719-0-631f0d8da67cc5784af6ec8d7661315a1af185a4","8d7997c611a83c5a944618e1935b02882d6bd719","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d7997c611a83c5a944618e1935b02882d6bd719-2-e16d707c1d06eb7784a85cb283a1e1c858a8e779"
"8.1) TTWCS Other Cost","","8.889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8d7997c611a83c5a944618e1935b02882d6bd719-0-09415a16473283e7e1e81f0cf8fd64bc2381c1d8","8d7997c611a83c5a944618e1935b02882d6bd719","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","8d7997c611a83c5a944618e1935b02882d6bd719-3-c9d09f9eaa18a607c253161e6d19856b5a83c41e"
