"Name_val","Name_@footnote","CategoryList_Category","TotalCost_TotalCost_AllPriorYears_val","TotalCost_TotalCost_PriorYear_val","TotalCost_TotalCost_CurrentYear_val","TotalCost_TotalCost_BudgetYearOneBase_val","TotalCost_TotalCost_BudgetYearOneBase_@footnote","TotalCost_TotalCost_BudgetYearOneOCO_val","TotalCost_TotalCost_BudgetYearOne_val","TotalCost_TotalCost_BudgetYearTwo_val","TotalCost_TotalCost_BudgetYearThree_val","TotalCost_TotalCost_BudgetYearFour_val","TotalCost_TotalCost_BudgetYearFive_val","TotalCost_TotalCost_ToComplete_val","TotalCost_TotalCost_Total_val","TotalCost_TotalCost_Continuing_val","ModificationItemsIndicator_val","Remarks_val","OverallHistoryPlanningRemarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Items Less Than $5 Million","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d28b31f55f44f1156f0b831349c37f91bc2e359a-0-aa43cdc79f6a6d105acf3d5b545050db268b3367","","20.147","30.277","28.427","","0","28.427","","","","","","","","","PROGRAM MANAGEMENT ADMINISTRATION (PMA):  PMA supports the operation of the program office in its management and oversight role via travel, procurement of supplies and Advisory and Administrative Services (A&AS).","","d28b31f55f44f1156f0b831349c37f91bc2e359a-0-e9cebc90c99d94e2c0fbfc8e36e2f231d569e10f","d28b31f55f44f1156f0b831349c37f91bc2e359a","root","d28b31f55f44f1156f0b831349c37f91bc2e359a-ba3d98fd8ed99c2e4f601db61268d113f41d32b2"
"AF GLOL COMMAND and CONTROL SYS","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d2ba8bdd5e494115afcb6f134437d93aa49f7f8b-0-965b476884baf6cabfd26142f30071f6975e8840","0","9.098","7.212","15.729","","0","15.729","","","","","","","","","","","d2ba8bdd5e494115afcb6f134437d93aa49f7f8b-0-88c729c4e6d270f14c6329d590df7b89d5009206","d2ba8bdd5e494115afcb6f134437d93aa49f7f8b","root","d2ba8bdd5e494115afcb6f134437d93aa49f7f8b-18537bc3c3812b13c54ff66d2858c7d575b8cc23"
"LSD Midlife","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d392adefd9c37b209440197d45142c79d6e88791-0-31f339006667ff462c191c92a74ee938a36904a2","0","13.8","","","","","","","","","","","","","","","","d392adefd9c37b209440197d45142c79d6e88791-0-4cf727a3996900b7c01bc2de83c6b8eae5843ed2","d392adefd9c37b209440197d45142c79d6e88791","root","d392adefd9c37b209440197d45142c79d6e88791-bbef857093743d88ed048e2e28ed97adf30402a6"
"ICSTF Program","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d3cbd604b119761c839028031ab3e928111b380c-0-a65c3a7d50e1f8f2838536484b357162f90c340a","17.916","4.016","14.419","8.376","","","8.376","","","","","","","","","","","d3cbd604b119761c839028031ab3e928111b380c-0-583dadb201a485558df12ea7b82c6483cdfca3ad","d3cbd604b119761c839028031ab3e928111b380c","root","d3cbd604b119761c839028031ab3e928111b380c-0d43c6f5e1678a79969bed9379800b55eca57711"
"B-1B","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d43470908c90f8cda72aca5cda538277e5eb740c-0-8022b6975932d0f24f2d450933dba7bf94bc108a","436.487","102.393","8.407","2.118","","0","2.118","21.123","5.637","14.656","48.427","0","639.248","","true","","","d43470908c90f8cda72aca5cda538277e5eb740c-0-a774ebc36dc46c94fbc00c735446d0b78aac4f2e","d43470908c90f8cda72aca5cda538277e5eb740c","root","d43470908c90f8cda72aca5cda538277e5eb740c-23aee3179c5321e4ca1d0a019c56ff4bff87eb8b"
"T-6","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d64915e329f53b0c79af7f63a57d457724538331-0-9bff57245aaaf92b3206fe216f26af86d317cc82","120.084","14.484","2.352","2.176","","0","2.176","38.584","23.476","12.32","21.571","13.707","248.754","","true","","","d64915e329f53b0c79af7f63a57d457724538331-0-14c765c7e7c2c4cae32c70606a90074ed6d6575f","d64915e329f53b0c79af7f63a57d457724538331","root","d64915e329f53b0c79af7f63a57d457724538331-6e2ec478d209a8d33064977dad1d31e71f7a7c4a"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d67ec20cc5dd3b6fb14d85568633cc23274cfad0-0-d5f8d188b20b848b1f83a346314320d63ffa64b9","107.463","","","2.978","","","2.978","","","","","","","","","","","d67ec20cc5dd3b6fb14d85568633cc23274cfad0-0-a52f386ee4f5d1b8e4edae71a9666b464145657d","d67ec20cc5dd3b6fb14d85568633cc23274cfad0","root","d67ec20cc5dd3b6fb14d85568633cc23274cfad0-252ad498ec05f1d7691af18f9cce72eefd29703a"
"C-21","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d86230f8f34251166fb96aa56ca5ca6334452134-0-9c228b612cc5315dcc734eb9dc84ab307c315135","0.103","0.264","0","0.253","","0","0.253","0.243","0.214","0.218","0.222","0","1.517","","true","","","d86230f8f34251166fb96aa56ca5ca6334452134-0-296c5a6d76ee3214b30e08b86df50990925f9515","d86230f8f34251166fb96aa56ca5ca6334452134","root","d86230f8f34251166fb96aa56ca5ca6334452134-3ee59bc2b73a10eee4d4da8f4ea8925ca98bc86b"
"B-2 Squadrons","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d8952a0f049e78ad7495cfaa375d1510f44f49c1-0-113f7174b57af3e47242007fd2124d506a126bdd","0.649","0.495","0.493","0.496","","0","0.496","","","","","","","","","","","d8952a0f049e78ad7495cfaa375d1510f44f49c1-0-e658bc835fa2db38352f15ff9acfb4f8582592c1","d8952a0f049e78ad7495cfaa375d1510f44f49c1","root","d8952a0f049e78ad7495cfaa375d1510f44f49c1-5339d36ff919bb8f53d46d93c80ecadcdbfb8f03"
"Worldwide Joint Strategic Communications","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d8952a0f049e78ad7495cfaa375d1510f44f49c1-1-93463fd4eb44446ae45c40fa7c584787ea2d1c97","0","5.8","0.248","0.246","","0","0.246","","","","","","","","","$5.8M FY15 funding was added in the omnibus reprogramming.  This funding was used to procure one DIRECT system in support of USAFE.","","d8952a0f049e78ad7495cfaa375d1510f44f49c1-1-8fc4e709ddf6daa88ed7d699a6dab24cb4534ea3","d8952a0f049e78ad7495cfaa375d1510f44f49c1","root","d8952a0f049e78ad7495cfaa375d1510f44f49c1-5339d36ff919bb8f53d46d93c80ecadcdbfb8f03"
"Service Support to Other Core Missions - STRATCOM (CYBERCOM Activities)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d8952a0f049e78ad7495cfaa375d1510f44f49c1-2-a8b4e51de3e05c521f0be043f1cc7dd4d98ce465","","0.975","7.948","7.872","","0","7.872","","","","","","","","","","","d8952a0f049e78ad7495cfaa375d1510f44f49c1-2-fc750151a6e260956514e95041f5259ab1605b2f","d8952a0f049e78ad7495cfaa375d1510f44f49c1","root","d8952a0f049e78ad7495cfaa375d1510f44f49c1-5339d36ff919bb8f53d46d93c80ecadcdbfb8f03"
"Command, Control, Communication, and Computers (C4) - STRATCOM","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d8952a0f049e78ad7495cfaa375d1510f44f49c1-3-44b4410fe918b28b56842a1f08e26726fab730dc","","139.489","278.291","31.189","","","31.189","","","","","","","","","C2 Facility Fit-Out is broken down into 9 Major Categories:Fiber Ring, Transition Infrastructure, Premise Wiring, Electronic Security Systems, Network / Communications Systems, Server / Client / Data Systems, Audio Visual / Video Teleconferencing Systems, Missions Systems, Technical Control Facility.  There are thousands of parts and pieces to satisfy requirements...for example:Fiber Ring: Copper Cable (miles), Fiber Optic Cable (miles)Premise Wiring:  Equipment racks (2000+), Fiber Optic Cable (miles), CAT-6A Cable (miles), MUTOAs (6000+), Patch Cabling (thousands)Network/Communications:  Crypto Gear, Storage Chassis, IA Devices, Additional Cabling, Servers, Licensing, Access Layer Switches, Network Management Software, Intrusion Prevention Systems, Proxy System, Log Reduction Systems, Blade Server Enclosures, Mutli-Control Units (MCUs), VoIP Instruments, Call ManagersServer/Client/Data Hardware:  Client Machines, Printers, Devices, End-user Licensing, Additional Storage, Additional Server Blades, Cabling, Connectors Audio Visual/VTC Hardware:  AV/VTC Bridges, Audio/Video SwitchingMission Systems Hardware:  Servers, Storage Devices, Client Machines, Guards, Firewalls, Antennas, Bridges, Gateways, Gatekeepers, Border ControllerTech Control Facility Relocation: Circuits, Cabling, Specialized Racks, Patch Fields","","d8952a0f049e78ad7495cfaa375d1510f44f49c1-3-632a5e26b5b76a27a7d66b3a9a60657f5a096199","d8952a0f049e78ad7495cfaa375d1510f44f49c1","root","d8952a0f049e78ad7495cfaa375d1510f44f49c1-5339d36ff919bb8f53d46d93c80ecadcdbfb8f03"
"Submarine Communication Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d91d9d68b44f1355b912e9d09e3b831b549a4194-0-c2279a73c692969eff744d4d444ed5a627768dd8","200.695","8.359","6.157","4.225","","","4.225","","","","","","","","","","","d91d9d68b44f1355b912e9d09e3b831b549a4194-0-09ae842aa455ee42d3deedb943fbc3a4cf62fc2b","d91d9d68b44f1355b912e9d09e3b831b549a4194","root","d91d9d68b44f1355b912e9d09e3b831b549a4194-bf02c6d73ca2cb4b09df3574f4198fca8560a178"
"Naval MIP Support Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-d9e1ea9315495a118921d102082e0519883220fc-0-4f23a0807dea80a99c6814a99d86424523c71dfc","4.333","3.573","4.608","1.925","","","1.925","","","","","","","","","","","d9e1ea9315495a118921d102082e0519883220fc-0-bc4a1dddc8d2b659170a961bc5b841fb616c5a0c","d9e1ea9315495a118921d102082e0519883220fc","root","d9e1ea9315495a118921d102082e0519883220fc-c7be8e41857a5c1b28e26fdd95f38dea041a77df"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-da840341e8d395afa1f009e653756895e33318aa-0-95612a6306d4853c23fa844a904b736f8233a646","","8.385","1.345","","","","","","","","","","","","","","","da840341e8d395afa1f009e653756895e33318aa-0-c1179d6125a885b8c29e65603ca9f17b49947c20","da840341e8d395afa1f009e653756895e33318aa","root","da840341e8d395afa1f009e653756895e33318aa-b7667c4c49734acc85ea6d7626c2955abbd23e49"
"Training Devices","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dbcafbf0fdfe7cb30da0b556ba5b5999fdebb206-0-598396c025fed580c2e66ce9919a770ec3159351","847.96","6.069","44.641","33.658","","","33.658","","","","","","","","","","","dbcafbf0fdfe7cb30da0b556ba5b5999fdebb206-0-a955ba07e0af8d16135e4615cf3232391edc9d1c","dbcafbf0fdfe7cb30da0b556ba5b5999fdebb206","root","dbcafbf0fdfe7cb30da0b556ba5b5999fdebb206-35388bdf954dd672e514959a00fed4a8dc1693e0"
"Trusted Information System (TIS)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dbef539cd93fedf16d8707cd1ad51f1c3e97f85d-0-97c9356724345d387c68a541be679cf887cd0028","11.171","0.324","0.284","","","","","","","","","","","","","","","dbef539cd93fedf16d8707cd1ad51f1c3e97f85d-0-ccfb94978efcbd2b9580e2be41e3a464e816dccc","dbef539cd93fedf16d8707cd1ad51f1c3e97f85d","root","dbef539cd93fedf16d8707cd1ad51f1c3e97f85d-ecfabc568b349d2fdb8b00664009c9c829c598c9"
"Submarine Training Device Mods","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dc2f0aa68f7dda45380c72ef3f3a3f4d84c2f93d-0-df92eb4d4618f0842bfdaa7af66508c6e422263b","0.001","12.333","15.975","","","","","","","","","","","","","","","dc2f0aa68f7dda45380c72ef3f3a3f4d84c2f93d-0-71ed000adf178b0c673732d08d2789591bdf14a6","dc2f0aa68f7dda45380c72ef3f3a3f4d84c2f93d","root","dc2f0aa68f7dda45380c72ef3f3a3f4d84c2f93d-415fdebe7c66e8ee8c0860508d950d47cab257df"
"Industrial Responsiveness","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dc330d3d9061de38455835f2041dc9742397f0b4-0-f2644fd2d981d099272da7d84d873359c7951ab9","17.742","22.003","18.802","14.126","","0","14.126","","","","","","","","","Added a line to show ABIDES total doesn't match with what was received to the field for FY15","","dc330d3d9061de38455835f2041dc9742397f0b4-0-61ab16c31c0c4ba94a29c9064071ba9038c0fb3c","dc330d3d9061de38455835f2041dc9742397f0b4","root","dc330d3d9061de38455835f2041dc9742397f0b4-14b381437b654228b6ab265aa4ed0ccbf505dc00"
"Reactor Components","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dcb5a5ffa286b6fa3c33cf0341db78d8ec6bb798-0-acdf88cded31bb4bf8977611b952dfbe16fb6f95","1049.891","288.822","296.095","342.158","","","342.158","","","","","","","","","","","dcb5a5ffa286b6fa3c33cf0341db78d8ec6bb798-0-e043e55342d033eb3e0bda770ad7110c2747d675","dcb5a5ffa286b6fa3c33cf0341db78d8ec6bb798","root","dcb5a5ffa286b6fa3c33cf0341db78d8ec6bb798-0d9f75193e50a134f4f5b24c4b39692ade824c52"
"(HA06) WHD 2.75 RKT, INFRARED ILLUM","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7-0-f6e8ac1b57bbf5e3363dd0672c37131293539ab2","","3.814","14","9.359","","","9.359","","","","","","","","","","","dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7-0-db57387009c3c00e022137cbca7ab333123094b8","dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7","root","dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7-b278e12b5063ec67088a8d317a5d98ca4a4fcb86"
"ROCKETS (ITEMS LESS THAN $5 MILLION)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7-1-e3499a038b643e6e87293e41bab8a9d5e1a72a37","","0.882","0","3.436","","","3.436","","","","","","","","","","","dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7-1-0c3b8994818b40ff0d265db35933096d07958153","dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7","root","dd01012c5c4cb3d19c9147b3ac08efc2c01c86c7-b278e12b5063ec67088a8d317a5d98ca4a4fcb86"
"Runway Snow Remov & Cleaning Equip","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dd27ade674aa9e48a6b731c73ec6106cee92bb83-0-acaaeaf508e5ba85ceb0d06380ddb94c03027dbe","","11.946","6.215","2.31","","6.468","8.778","","","","","","","","","Based on AF Mission changes and/or AF Mission priorities, NSNs and/or quantities may change during year of execution.Unit costs for FY17 are subject to change.PROGRAM MANAGEMENT ADMINISTRATION (PMA):  PMA supports the operation of the program office in its management and oversight role via travel, procurementof supplies and Advisory and Administrative Services (A&AS).","","dd27ade674aa9e48a6b731c73ec6106cee92bb83-0-8cf37087e0ef23dff8b9b4a802133fad4135fc91","dd27ade674aa9e48a6b731c73ec6106cee92bb83","root","dd27ade674aa9e48a6b731c73ec6106cee92bb83-92676329770990e4b14e98dd30a6ca97393aaf61"
"White House Communications Agency","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-df1a89a32066b2e5567ab9924ea78d5e435f79e5-0-19c18654994b00772fa65250a4c6ab497c510da6","","68.7","64.098","36.846","","","36.846","37.283","78.905","45.5","46.407","","","true","","","","df1a89a32066b2e5567ab9924ea78d5e435f79e5-0-0bca3a3d1a1401b3f3f66350b4d35db35b9b8b5a","df1a89a32066b2e5567ab9924ea78d5e435f79e5","root","df1a89a32066b2e5567ab9924ea78d5e435f79e5-07d51b5f67a4694066a158e246cde4b5a692c392"
"Fixed Surveillance System","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-dfe37f254a8cabc561e9f64513fd07a85fbf9508-0-5b1bcdac65309dfeef4546e4392a7c234e60eeff","947.995","170.831","146.968","145.701","","","145.701","","","","","","","","","","","dfe37f254a8cabc561e9f64513fd07a85fbf9508-0-ab671132773f15ec4207b94a9bbddca360bd1cd4","dfe37f254a8cabc561e9f64513fd07a85fbf9508","root","dfe37f254a8cabc561e9f64513fd07a85fbf9508-5046e9c33502b9f563d8476b657a8a0b20966109"
"DDG 1000 Class Support Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-e29775d27f8493c41ebacba15c1f3fe2a905a625-0-d5660717005712522880ee2e32024114a829eee5","0","","","33.404","","","33.404","","","","","","","","","","","e29775d27f8493c41ebacba15c1f3fe2a905a625-0-5d28c57ebf547929143828f650ce1650b203dabf","e29775d27f8493c41ebacba15c1f3fe2a905a625","root","e29775d27f8493c41ebacba15c1f3fe2a905a625-b1d04f2a7640e9bd6157eec747e29ec1093bc04e"
"Other Ships Training Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-e3afbf364b3d3301d00a2b239da59cef31a70a49-0-a94536bafc0fc0fa26a113ce59322a2d3f5881eb","0","","","29.166","","","29.166","","","","","","","","","","","e3afbf364b3d3301d00a2b239da59cef31a70a49-0-c2d08ed182002b68b2cc1f33784a2ed2bdf37c33","e3afbf364b3d3301d00a2b239da59cef31a70a49","root","e3afbf364b3d3301d00a2b239da59cef31a70a49-8a93d5a13665bb964263b333633fe0b7c8d33282"
"B-52","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-e3b68ec8c108ad0085dd621f243cb5a2c4214b01-0-e1bc20b6cf85f4f2fecd5246dc0fc53f030e9338","5.6","1.328","5.911","28.125","","0","28.125","","","","","","","","","","","e3b68ec8c108ad0085dd621f243cb5a2c4214b01-0-1a8375fc5daa0cb09df7acea7e343f474c83ab27","e3b68ec8c108ad0085dd621f243cb5a2c4214b01","root","e3b68ec8c108ad0085dd621f243cb5a2c4214b01-0a23f6ab71041ee0bba09eb42da87fe58d48d3a2"
"SUBMARINE PERISCOPES & IMAGING EQUIPMENT","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-e483a49df80ee3ae8eb5daa149dede61a50a8cd9-0-fe681b61baf4a290c400bcf7c77a0e6ead3f84cd","0","","","15.958","","","15.958","","","","","","","","","","","e483a49df80ee3ae8eb5daa149dede61a50a8cd9-0-807e7a20aa6dc675dbad2bc32c6fa777c91abdb8","e483a49df80ee3ae8eb5daa149dede61a50a8cd9","root","e483a49df80ee3ae8eb5daa149dede61a50a8cd9-49c242238b605760b23297722764fc8a85dd9ca0"
"Submarine Supt Equip Prog","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-e483a49df80ee3ae8eb5daa149dede61a50a8cd9-1-3af572715cf37d2b49ed7cb2aad53dcfe1a9412c","0","","","5.338","","","5.338","","","","","","","","","","","e483a49df80ee3ae8eb5daa149dede61a50a8cd9-1-fda1cc7f1fa856a6fec9e87cf8cdaa586a45d7e5","e483a49df80ee3ae8eb5daa149dede61a50a8cd9","root","e483a49df80ee3ae8eb5daa149dede61a50a8cd9-49c242238b605760b23297722764fc8a85dd9ca0"
"Mission Planning Systems","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-e48b59d3c1315d9d3b003fe345d4160e21316b50-0-199f23c9df1940e0dc37d863e059e8eceffad412","","15.649","14.456","15.868","","","15.868","","","","","","","","","Unit costs vary because different types/configurations of equipment are being procured.Mission Planning Systems (MPS) and Precision Aerial Delivery Systems (PADS) components are procured as commercial-of-the-shelf (COTS) equipment using various contracting methods, vehicles and agencies. Items are procured annually via Delivery Orders (DOs) on a variety of contract vehicles (e.g. Blanket Purchase Agreements (BPAs), Indefinite Delivery Indefinite Quantity (IDIQ) contracts, and GSA and NASA SEWP IV Contract schedules) and through agencies such as AFWAY/NETCENTS II (Gunter AFB).Mission Planning Systems (MPS) assets are centrally managed by the MPS System Support Facility (SSF) at Hill AFB.","","e48b59d3c1315d9d3b003fe345d4160e21316b50-0-e9ce74e026ed82e8fe490c50fddc8ef5823adca0","e48b59d3c1315d9d3b003fe345d4160e21316b50","root","e48b59d3c1315d9d3b003fe345d4160e21316b50-bd42164cb25431ac53bd87e8582108a46d06a783"
