"Title_val","PriorYear_Funding_val","PriorYear_Text_val","CurrentYear_Funding_val","CurrentYear_Text_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Advanced Intelligent Battery Eliminator / Lithium-ion Capacitor Material Research, Electrolyte and Cell Experimentation","5.000","Researched and validated cutting-edge battery eliminator technology based on lithium ion ultracapacitor designs.","","","cca5ef5b880224e83004a253372969441699995b-1-43d67666f12cb608c16015c05696b755f02970bf","cca5ef5b880224e83004a253372969441699995b","root.record.ProjectList.Project","cca5ef5b880224e83004a253372969441699995b-0-f44a4ec334bcff4b5567ae62671d7edbebeb3ee1"
"Program Increase","","","9.000","This is a Congressional Interest Item","cca5ef5b880224e83004a253372969441699995b-2-438cbc2dc2bf4a40aac8f33a26f6116f3ae8af4c","cca5ef5b880224e83004a253372969441699995b","root.record.ProjectList.Project","cca5ef5b880224e83004a253372969441699995b-0-f44a4ec334bcff4b5567ae62671d7edbebeb3ee1"
"Force Protection Radar Development","5.000","Congressional interest item for Force Protection Radar Development","","","ce86b1a048a0dcbf13ddb188f0b839012161e14b-0-fddc8ce83b10db1d87b0c3bcd88407f0be96b70a","ce86b1a048a0dcbf13ddb188f0b839012161e14b","root.record.ProjectList.Project","ce86b1a048a0dcbf13ddb188f0b839012161e14b-1-fed7c58880fc4b0eb59e22345d45c18fbb657f49"
"Cyberspace security","7.750","Congressional interest funding for cyberspace security research","","","ce86b1a048a0dcbf13ddb188f0b839012161e14b-1-364e941b41478ab44ccdeb0c86ec50a085d69d65","ce86b1a048a0dcbf13ddb188f0b839012161e14b","root.record.ProjectList.Project","ce86b1a048a0dcbf13ddb188f0b839012161e14b-1-fed7c58880fc4b0eb59e22345d45c18fbb657f49"
"Program Increase","","","12.500","This is a Congressional Interest Item","ce86b1a048a0dcbf13ddb188f0b839012161e14b-2-56df470c8486757b3fb956882bd46c152b777561","ce86b1a048a0dcbf13ddb188f0b839012161e14b","root.record.ProjectList.Project","ce86b1a048a0dcbf13ddb188f0b839012161e14b-1-fed7c58880fc4b0eb59e22345d45c18fbb657f49"
"Space and High Altitude Assets Survivability","","","7.500","This is a Congressional Interest Item","ce86b1a048a0dcbf13ddb188f0b839012161e14b-3-65af4b425fc318ca67086610fc5dc1d15ab5aba3","ce86b1a048a0dcbf13ddb188f0b839012161e14b","root.record.ProjectList.Project","ce86b1a048a0dcbf13ddb188f0b839012161e14b-1-fed7c58880fc4b0eb59e22345d45c18fbb657f49"
"Program Increase","4.000","Program increase for military engineering applied research","17.500","Program increase for military engineering applied research","d63abf0d9bcddea5d15511f32fd6677a3bea549c-0-67897fd466ef94b5c7e6fed385f823f499ac145b","d63abf0d9bcddea5d15511f32fd6677a3bea549c","root.record.ProjectList.Project","d63abf0d9bcddea5d15511f32fd6677a3bea549c-6-9e8721158fa186e7910e3df07a2d88c302e5277a"
"Force Protection Radar Development","","","6.000","This is a Congressional interest item.","d6a7ba7549b0a736c58316a99abe4cd3e8444ea2-0-7615ca8fc077a221e26f391a4bb8159bd08b3710","d6a7ba7549b0a736c58316a99abe4cd3e8444ea2","root.record.ProjectList.Project","d6a7ba7549b0a736c58316a99abe4cd3e8444ea2-1-a97f4e7fb63d581b0f72d23d965e54b375e03dbc"
"CW Bill Young Marrow Donor Program","30.461","During FY15, four new transplant centers joined the Radiation Injury Treatment Network (RITN) resulting in a total composition of 61 transplant centers, 6 donor centers, and 7 cord blood banks. The new centers that joined RITN included: 1. Univ. of Colorado-Aurora (CO), 2. Northwestern University (IL), 3. Emory University (GA), and 4. North Shore University (NY). In 2015, the National Marrow Donor Program (NMDP) donor centers, including Department of Defense (DoD) and recruitment groups, recruited 191,016 minority race and 197,626 Caucasian donors, for a total of 388,642 U.S. donors added to the registry. Navy funding supported the HLA typing of 83,099 donors (excluding DoD) of this culturally diverse group (48% minority). During FY15, bone marrow donor centers (including Department of Defense (DoD)) and recruitment groups recruited 102,147 minority race and 98,976 Caucasian donors for a total of 201,123 U.S. donors added to the registry. Navy funding supported the HLA typing of 72,603 donors (excluding DoD), of this culturally diverse group (52% minority) and these numbers continue to accumulate.","31.500","National Marrow Donor Program (NMDP) will continue to expand participation of transplant centers increasing the enrollment of  volunteer donors to the national registry. Hospitals that participate in both the NMDP Network of treatment centers as well as the NDMS managed by the Department of Health and Human Services.Scientific Advances:  Continue improvements in accuracy of the NMDP scientific and clinical matching system, Haplogic III and linked to the NMDP clinical data system (Phoenix).","da5bea784917f5efa016d830e5ba258050b0a2f0-0-e55204e51a6203b01050e634b5cee914a76b6e1a","da5bea784917f5efa016d830e5ba258050b0a2f0","root.record.ProjectList.Project","da5bea784917f5efa016d830e5ba258050b0a2f0-1-c0c85e68c44509980e3de810609c51eec4c7d17e"
"Naval Special Warfare Performance and Injury Prevention Program","4.186","This effort continued the data collection with US Naval Special Warfare at NSW Group 2 and Group 4 (Little Creek, VA), NSW Combatant-Craft Crewman (SWCC) Special Boat Team 22 (Stennis, MS) and the NSW Center/SEAL Qualification Training (Coronado, CA) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the tactical life cycle of the Operator, and enhance quality of life of the Operator after service. The effort with Marine Corps Special Operations Command (MARSOC) continued.Expansion of SPEAR database:  This database will help consolidate research done by the University of Pittsburgh and enable efficient and consistent data collection across the USSOCOM Enterprise Human Performance Program.  This data collection on each individual type of SOF Operator will allow the Human Performance Program to effectively provide consistent and valid research-based injury prevention and performance optimization solutions that will enable the design of training programs uniquely tailored to the needs of special operators in the most productive and cost effective manner possible.  Completion of this work for each SOF Component will also fill in the gaps of previously funded scientific research.Close Quarters Combat Performance Metrics (CQC):  Development of cognitive and physiological metrics to measure performance in a specific USSOCOM Operators task: Close Quarters Combat (CQC).  Further, this work will improve the operational effectiveness of the Human Performance Program by developing measures of physiological and tactical individual and team performance in order to mitigate errors and improve cognitive performance in a CQC task using Navy Special Warfare (NSW) Operators.SOF Operator Availability & Performance Optimization: For research to maximize SOF Operator readiness and availability:  This work will identify strategies to maximize mean time between injuries and minimize mean time to repair, so as to maximize SOF Operator availability and performance.  Analyses of Operator injury history and Human Performance Program participation will attempt to identify ways to increase individual Operator availability so as to contribute to increase readiness for SOF units.","0.000","N/A","da5bea784917f5efa016d830e5ba258050b0a2f0-1-b7e66813bd6ab10b4b6701b20740a8c225ae45d2","da5bea784917f5efa016d830e5ba258050b0a2f0","root.record.ProjectList.Project","da5bea784917f5efa016d830e5ba258050b0a2f0-1-c0c85e68c44509980e3de810609c51eec4c7d17e"
"Congressional Add for Cyber Vulnerabilities Research","","","4.000","Congressional Add for Cyber Vulnerabilities Research will provide comprehensive cyber data analytics and fusion instrumentation capabilities including response times, actions, levels of difficulty and visualization for both Red and Blue actors in live and high fidelity virtual environments during developmental and operational test, evaluation and assessments.","dabbc831f90b3c3450dfe8c43e344e8ef8d9bcdf-0-66eadcf1d1c699bfd1a233a661d275c4f79b6e6a","dabbc831f90b3c3450dfe8c43e344e8ef8d9bcdf","root.record.ProjectList.Project","dabbc831f90b3c3450dfe8c43e344e8ef8d9bcdf-1-ba2a88cd8563caccda70a49c77f3e0e621a80c17"
"Combat Rapid Attach Weapon Program","0.000","N/A","0.800","This add will support an Analysis of Alternatives conducted to evaluate the technological readiness and engineering challenges associated with incorporating the CAT onto submarines as a defensive Anti-Torpedo Torpedo (ATT) to counter Non-Traditional Threat Torpedoes (NTTT). This study effort will involve subject matter experts from the Navy (primarily NUWC, Newport, to include torpedo, fire control, launcher, and systems integration expertise) and 6 CAT developers (at Applied Research Laboratory/Penn State University (ARL/PSU), as well as other warfare expertise such as from the Naval War College.","db031da0d1ae4685f9fd3751b12e8992108af09a-0-e90165ef111203d0879617d541cb233c7b2cc5e3","db031da0d1ae4685f9fd3751b12e8992108af09a","root.record.ProjectList.Project","db031da0d1ae4685f9fd3751b12e8992108af09a-1-d83211fc51fcbec2497ed7480fcaf643d36bcd09"
"Product Development - Cyber Security","10.000","Counter cyber vulnerabilities","8.000","Cybersecurity research","dd1f12edfeb2a12f47b0dcfdcf0f0b23f05d3e4f-0-7c67a8e36876c727102819ac746d3bdee1fb7789","dd1f12edfeb2a12f47b0dcfdcf0f0b23f05d3e4f","root.record.ProjectList.Project","dd1f12edfeb2a12f47b0dcfdcf0f0b23f05d3e4f-0-1f1e344f727b7ea24bbc1cdd097ac62d1d094b71"
"Technology Solutions Supporting Operations in Subterranean Environments","8.000","- Formed IPTs and finalized requirements definition in preparation for FY 2016 prototype development and planned demonstrations.- Demonstrated the ability of robotic air and ground platforms to independently collect and deliver data to a collaborative platform to characterize a subterranean environment.- Developed prototype communications package to enable robust, reliable communications in the subterranean environment.","","","dfb53395ee3b346a2b82171c3e8e8a321cce6f2e-0-75217ae618931fa8f76f07b947a76fc59331aef3","dfb53395ee3b346a2b82171c3e8e8a321cce6f2e","root.record.ProjectList.Project","dfb53395ee3b346a2b82171c3e8e8a321cce6f2e-4-5e46416916eb96e5765694dbe64796d3d0ee7e03"
"Program Increase","51.684","Expanded and continued basic research efforts to support Navy and Marine Corps needs in the following areas: Autonomous Systems; Command, Control, Communications and Computers (C4); Marine as a System; Information Analysis and Decision Support; Intelligence, Surveillance and Reconnaissance; Logistics; Materials; Operational Environments; Platforms; Power and Energy Technology; Sensors and Electronics; Warrior Performance and Protection; Weapons and Support (Education and Outreach).","55.000","Expand and further basic research efforts to support Navy and Marine Corps needs in the following areas: Autonomous Systems; Command, Control, Communications and Computers (C4); Marine as a System; Information Analysis and Decision Support; Intelligence, Surveillance and Reconnaissance; Logistics; Materials; Operational Environments; Platforms; Power and Energy Technology; Sensors and Electronics; Warrior Performance and Protection; Weapons and Support (Education and Outreach).","e2ec2ec6f6c581a444c0beb7a700a12e397bcd06-0-58ce617fc2ddd264c65c97d9fbc0a7048e2e3c78","e2ec2ec6f6c581a444c0beb7a700a12e397bcd06","root.record.ProjectList.Project","e2ec2ec6f6c581a444c0beb7a700a12e397bcd06-1-d8b1e83da5dc9f0ad3d03821eb7c49d357789d12"
"Beyond Line of Sight","10.000","Developed BLOS capability to enable near-real time data dissemination without reliance on ground-based data link.","","","e5c4c38c1a1597990a51800ec5ad484d130170e9-0-8d9713a2c2162b94d0f6d2a803578fe79ba5c274","e5c4c38c1a1597990a51800ec5ad484d130170e9","root.record.ProjectList.Project","e5c4c38c1a1597990a51800ec5ad484d130170e9-3-69c9d703a7e9f5eda83aacd96621e2eb93638614"
"Wide-Area Motion Imagery","","","10.000","Continue development of a persistent day and night wide-area motion imagery (WAMI) capability by ensuring the engineering team is kept intact to develop a multi-INT capable wide-area surveillance system considered critical to operational commanders and combat units.","e5c4c38c1a1597990a51800ec5ad484d130170e9-1-a75551b8027d99b844f80024a56a0b593f713ca0","e5c4c38c1a1597990a51800ec5ad484d130170e9","root.record.ProjectList.Project","e5c4c38c1a1597990a51800ec5ad484d130170e9-3-69c9d703a7e9f5eda83aacd96621e2eb93638614"
"Program Increase","1.000","Program increase for warfighter advanced technology","9.000","Program increase for warfighter advanced technology","e7460603ea4d8f318d096deef75b9d9fb6a377ed-0-88f3f44e6999477eb613089f99973e8cdb4e526e","e7460603ea4d8f318d096deef75b9d9fb6a377ed","root.record.ProjectList.Project","e7460603ea4d8f318d096deef75b9d9fb6a377ed-4-4a2b49d89e2d0550ddae7eb41031235384f502d1"
"Environmental Control Systems","12.000","Congressional increase for Environmental Control Systems","","","e7460603ea4d8f318d096deef75b9d9fb6a377ed-1-628ddf39a53682bcbad1aeaf93e66271be7404b1","e7460603ea4d8f318d096deef75b9d9fb6a377ed","root.record.ProjectList.Project","e7460603ea4d8f318d096deef75b9d9fb6a377ed-4-4a2b49d89e2d0550ddae7eb41031235384f502d1"
"Program Increase","","","5.000","Conduct Congressionally directed effort","e8a9cc024c65459e209896eb0db80efc8157bf7c-0-daf44864c7d2b23d9b2114d4917d9aeb0667e61a","e8a9cc024c65459e209896eb0db80efc8157bf7c","root.record.ProjectList.Project","e8a9cc024c65459e209896eb0db80efc8157bf7c-4-a511227a25f5874580f7d8f33e0f71c170b77f9f"
"Program Increase","","","20.000","This is a Congressional Interest Item","ea30bfda7e6d5bf5dcbcfb785d2970b4d3fcb07a-0-ff0aa0e01ddc1e3acb1f1856bf55788669a1e2fc","ea30bfda7e6d5bf5dcbcfb785d2970b4d3fcb07a","root.record.ProjectList.Project","ea30bfda7e6d5bf5dcbcfb785d2970b4d3fcb07a-1-d5818be9503a177e49c9acf7cfa82b3f78bfd349"
"Improved Armor Technologies","","","5.000","This is a Congressional Interest Item","ea30bfda7e6d5bf5dcbcfb785d2970b4d3fcb07a-1-313efd8a99544d3283b6cc33bb19f56ba825bc8a","ea30bfda7e6d5bf5dcbcfb785d2970b4d3fcb07a","root.record.ProjectList.Project","ea30bfda7e6d5bf5dcbcfb785d2970b4d3fcb07a-1-d5818be9503a177e49c9acf7cfa82b3f78bfd349"
"International Intelligence Technology and Architectures (1)","","","2.298","Classified details can be found in OSD Comptroller's classified Defense-Wide Justification Book Volume 6.","ef429f0ad92b704935f9a461dc6e5b59b11a4907-0-b5c6f8b6a89491897570e7adaf6e2b35c69764be","ef429f0ad92b704935f9a461dc6e5b59b11a4907","root.record.ProjectList.Project","ef429f0ad92b704935f9a461dc6e5b59b11a4907-0-85ea289bd1a6f11e75f6105da76477924ca8163f"
"Program Increase","8.000","Program increase for Defense Research Sciences","40.000","Program increase for Defense Research Sciences","f054e072a5cb45926ad8ba1fdf1d56557a2e1a6a-0-23a1400c3d82ece73ea9057981b91a0b213f6306","f054e072a5cb45926ad8ba1fdf1d56557a2e1a6a","root.record.ProjectList.Project","f054e072a5cb45926ad8ba1fdf1d56557a2e1a6a-22-1b0c097f7409f98ffd2308da27527f0cbbf1d1d4"
"Science, Technology, Engineering, and Math (STEM) Pilot Program","2.250","Congressional increase for STEM pilot program focused on underserved populations.","","","f054e072a5cb45926ad8ba1fdf1d56557a2e1a6a-1-ac513a76c9e25ee25af600d36caab3194a2eae1f","f054e072a5cb45926ad8ba1fdf1d56557a2e1a6a","root.record.ProjectList.Project","f054e072a5cb45926ad8ba1fdf1d56557a2e1a6a-22-1b0c097f7409f98ffd2308da27527f0cbbf1d1d4"
"Shield Protection","0.000","N/A","3.700","Provide engineering support for development of performance enhancements to MK 15 Mod 31 SeaRAM Weapon System.","f41676a57dc9d9cd95ef15be4c03d93557d999d2-0-b6347dee5ac8464a6f3dabedafa7125d3f78908d","f41676a57dc9d9cd95ef15be4c03d93557d999d2","root.record.ProjectList.Project","f41676a57dc9d9cd95ef15be4c03d93557d999d2-5-fcbba0ddf20bf2e04a32e1736da58f69ac148811"
"Navy Energy Increase","0.000","N/A","12.500","N/A","f7afad945c9eed6d0d79264b2386d5f67d965595-0-ee23dc604af419e604da1f939fddbf2aa0e12af1","f7afad945c9eed6d0d79264b2386d5f67d965595","root.record.ProjectList.Project","f7afad945c9eed6d0d79264b2386d5f67d965595-4-a6519ad27ad0fbd394e240a5b0901bd30d330905"
"Program Increase","15.000","Advanced weaponry technology demonstrations","25.000","Advanced weaponry technology demonstrations","f8f836f38b4e7cc416c72a56fbbeeee3302b7334-0-b64fb2061499578482d78ef84c6620f276e86ee8","f8f836f38b4e7cc416c72a56fbbeeee3302b7334","root.record.ProjectList.Project","f8f836f38b4e7cc416c72a56fbbeeee3302b7334-1-b4e1c03195a263f5a0c793a140d293420d2b3e05"
